method,task,regime,split,success,success_ci95,side_effect_violation,side_effect_violation_ci95,preference_regret,preference_regret_ci95,side_effect_recall,side_effect_recall_ci95,false_alarm,false_alarm_ci95,query_cost,query_cost_ci95,damage_rate,damage_rate_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups
constraint_aware_planner,mobile_shelf_placement,unstable_placement,unseen_side_effect,0.5306,0.0287,0.1151,0.0043,0.0872,0.0037,0.4052,0.0094,0.1022,0.0029,0.2718,0.0,0.0632,0.0026,0.4493,0.0071,7
constraint_aware_planner,mobile_shelf_placement,unstable_placement,combined_stress,0.5,0.0524,0.1261,0.0034,0.0888,0.003,0.4048,0.0069,0.1032,0.0024,0.28,0.0,0.067,0.004,0.438,0.0047,7
constraint_aware_planner,mobile_shelf_placement,irreversible_change,nominal,0.5816,0.0107,0.0831,0.004,0.0752,0.0029,0.4469,0.011,0.0881,0.003,0.2519,0.0,0.0536,0.0021,0.4732,0.008,7
constraint_aware_planner,mobile_shelf_placement,irreversible_change,seen_shift,0.5697,0.029,0.1032,0.0034,0.084,0.0043,0.4311,0.0106,0.0953,0.0015,0.2624,0.0,0.0673,0.0032,0.4586,0.006,7
constraint_aware_planner,mobile_shelf_placement,irreversible_change,unseen_object,0.4915,0.0425,0.1245,0.0019,0.0858,0.0019,0.4254,0.0075,0.0985,0.0035,0.2676,0.0,0.0691,0.0022,0.4531,0.01,7
constraint_aware_planner,mobile_shelf_placement,irreversible_change,unseen_side_effect,0.4949,0.0238,0.117,0.005,0.0866,0.0027,0.4083,0.0076,0.1007,0.0021,0.2721,0.0,0.0762,0.003,0.4504,0.0043,7
constraint_aware_planner,mobile_shelf_placement,irreversible_change,combined_stress,0.4677,0.0425,0.1349,0.0031,0.0921,0.0053,0.402,0.0036,0.1036,0.0026,0.2803,0.0,0.0808,0.0029,0.4389,0.0039,7
constraint_aware_planner,mobile_shelf_placement,combined_side_effect_stress,nominal,0.5425,0.0349,0.1111,0.0025,0.0864,0.0037,0.4478,0.0064,0.0906,0.0014,0.2531,0.0,0.064,0.0011,0.4671,0.0081,7
constraint_aware_planner,mobile_shelf_placement,combined_side_effect_stress,seen_shift,0.5153,0.0514,0.1321,0.0037,0.0915,0.0031,0.4313,0.0043,0.0977,0.0021,0.2639,0.0,0.0729,0.0039,0.4592,0.0046,7
constraint_aware_planner,mobile_shelf_placement,combined_side_effect_stress,unseen_object,0.4762,0.0378,0.1648,0.0031,0.1003,0.0023,0.4268,0.0043,0.0963,0.003,0.2692,0.0,0.0802,0.0034,0.4513,0.0052,7
constraint_aware_planner,mobile_shelf_placement,combined_side_effect_stress,unseen_side_effect,0.5153,0.0397,0.1568,0.0074,0.0989,0.0046,0.4019,0.0063,0.1016,0.0021,0.2739,0.0,0.0908,0.0031,0.4556,0.0064,7
constraint_aware_planner,mobile_shelf_placement,combined_side_effect_stress,combined_stress,0.4711,0.0485,0.1839,0.0022,0.1114,0.0028,0.4072,0.0072,0.1043,0.0035,0.2823,0.0,0.0928,0.0027,0.4411,0.0072,7
failure_prediction_shield,table_clearing,nominal,nominal,0.6276,0.0321,0.0344,0.0036,0.0612,0.0043,0.4251,0.0107,0.08,0.0015,0.2245,0.0,0.0256,0.0041,0.4477,0.004,7
failure_prediction_shield,table_clearing,nominal,seen_shift,0.5612,0.0358,0.0395,0.0037,0.0577,0.0026,0.414,0.0096,0.0864,0.0035,0.2332,0.0,0.0275,0.0019,0.43,0.0048,7
failure_prediction_shield,table_clearing,nominal,unseen_object,0.5935,0.0396,0.0422,0.0036,0.0619,0.0036,0.4069,0.0046,0.0893,0.002,0.2376,0.0,0.0305,0.0044,0.4268,0.0049,7
failure_prediction_shield,table_clearing,nominal,unseen_side_effect,0.585,0.0336,0.0391,0.0038,0.0623,0.0024,0.3811,0.0056,0.092,0.0015,0.2413,0.0,0.0296,0.0021,0.4264,0.0066,7
failure_prediction_shield,table_clearing,nominal,combined_stress,0.5221,0.0665,0.0456,0.0033,0.063,0.0032,0.389,0.0097,0.0992,0.002,0.2481,0.0,0.0313,0.0028,0.4162,0.0074,7
failure_prediction_shield,table_clearing,force_damage,nominal,0.5459,0.0421,0.0599,0.0051,0.0696,0.0038,0.4178,0.0069,0.0857,0.0024,0.2308,0.0,0.0541,0.0021,0.4463,0.0043,7
failure_prediction_shield,table_clearing,force_damage,seen_shift,0.5408,0.0404,0.071,0.0027,0.0693,0.0036,0.415,0.0056,0.0875,0.0015,0.2412,0.0,0.0624,0.0041,0.4364,0.0054,7
failure_prediction_shield,table_clearing,force_damage,unseen_object,0.5816,0.0409,0.0781,0.0028,0.0716,0.0041,0.4037,0.0097,0.092,0.0019,0.2463,0.0,0.0633,0.002,0.4276,0.0058,7
failure_prediction_shield,table_clearing,force_damage,unseen_side_effect,0.5221,0.0246,0.0841,0.0038,0.0736,0.0026,0.3858,0.0081,0.0928,0.0031,0.2507,0.0,0.0743,0.0025,0.4193,0.0052,7
failure_prediction_shield,table_clearing,force_damage,combined_stress,0.5153,0.0564,0.0921,0.0024,0.0771,0.0033,0.3863,0.0074,0.0962,0.002,0.2588,0.0,0.076,0.0024,0.4107,0.005,7
failure_prediction_shield,table_clearing,object_displacement,nominal,0.6344,0.0437,0.0791,0.0021,0.0687,0.0047,0.4267,0.0083,0.0829,0.0024,0.2304,0.0,0.0427,0.0028,0.4419,0.0053,7
failure_prediction_shield,table_clearing,object_displacement,seen_shift,0.5646,0.0455,0.0917,0.0024,0.0709,0.0028,0.4083,0.0064,0.0868,0.0037,0.2407,0.0,0.044,0.0022,0.4356,0.005,7
failure_prediction_shield,table_clearing,object_displacement,unseen_object,0.5408,0.0435,0.124,0.0023,0.0778,0.0028,0.4046,0.0074,0.0915,0.0024,0.2458,0.0,0.0471,0.0045,0.4249,0.006,7
failure_prediction_shield,table_clearing,object_displacement,unseen_side_effect,0.5544,0.0352,0.1054,0.0037,0.0778,0.0027,0.3756,0.0066,0.0894,0.0029,0.2501,0.0,0.0529,0.0023,0.4236,0.0067,7
failure_prediction_shield,table_clearing,object_displacement,combined_stress,0.4915,0.0428,0.1249,0.0043,0.0811,0.0046,0.3843,0.0062,0.0969,0.0037,0.2582,0.0,0.0564,0.0018,0.4186,0.006,7
failure_prediction_shield,table_clearing,clutter_accumulation,nominal,0.585,0.043,0.0825,0.0033,0.0694,0.0046,0.4285,0.0054,0.0826,0.003,0.231,0.0,0.0425,0.0022,0.4467,0.0056,7
failure_prediction_shield,table_clearing,clutter_accumulation,seen_shift,0.5765,0.0466,0.095,0.002,0.0735,0.0029,0.4071,0.0088,0.0887,0.0043,0.2414,0.0,0.0477,0.0032,0.4384,0.0051,7
failure_prediction_shield,table_clearing,clutter_accumulation,unseen_object,0.5136,0.0365,0.1253,0.0031,0.0791,0.0038,0.4073,0.0054,0.0898,0.0025,0.2466,0.0,0.0514,0.0021,0.4282,0.0065,7
failure_prediction_shield,table_clearing,clutter_accumulation,unseen_side_effect,0.5102,0.0412,0.1061,0.0039,0.0771,0.0031,0.3845,0.0083,0.0941,0.0018,0.251,0.0,0.0526,0.0021,0.4235,0.0046,7
failure_prediction_shield,table_clearing,clutter_accumulation,combined_stress,0.5068,0.0123,0.1312,0.004,0.085,0.0028,0.3872,0.0062,0.098,0.0022,0.2592,0.0,0.0586,0.0033,0.4168,0.006,7
failure_prediction_shield,table_clearing,unstable_placement,nominal,0.5986,0.0325,0.0775,0.0019,0.0698,0.002,0.4264,0.0085,0.0814,0.0042,0.2312,0.0,0.0464,0.0018,0.4463,0.0059,7
failure_prediction_shield,table_clearing,unstable_placement,seen_shift,0.5697,0.0552,0.0859,0.0025,0.0736,0.002,0.4068,0.0065,0.0904,0.0038,0.2417,0.0,0.0552,0.0027,0.4378,0.0053,7
failure_prediction_shield,table_clearing,unstable_placement,unseen_object,0.5459,0.0436,0.1059,0.0034,0.0783,0.0014,0.4073,0.0043,0.0919,0.0022,0.2469,0.0,0.0591,0.0021,0.4235,0.005,7
failure_prediction_shield,table_clearing,unstable_placement,unseen_side_effect,0.5017,0.0608,0.0953,0.0033,0.0775,0.004,0.3878,0.0072,0.0946,0.0026,0.2513,0.0,0.0601,0.0011,0.4284,0.0047,7
failure_prediction_shield,table_clearing,unstable_placement,combined_stress,0.5221,0.0442,0.1141,0.0032,0.0828,0.0023,0.3835,0.0101,0.1006,0.0024,0.2595,0.0,0.0643,0.0028,0.4176,0.0063,7
failure_prediction_shield,table_clearing,irreversible_change,nominal,0.6395,0.0232,0.08,0.0029,0.0718,0.0033,0.4252,0.0054,0.0826,0.0025,0.2314,0.0,0.0597,0.0026,0.4438,0.0055,7
failure_prediction_shield,table_clearing,irreversible_change,seen_shift,0.5476,0.0458,0.1001,0.0046,0.0787,0.0034,0.4157,0.0057,0.0897,0.0026,0.2419,0.0,0.066,0.0039,0.4326,0.004,7
failure_prediction_shield,table_clearing,irreversible_change,unseen_object,0.5544,0.0309,0.1173,0.0023,0.0795,0.0018,0.4142,0.0082,0.088,0.0031,0.2471,0.0,0.071,0.0012,0.4243,0.008,7
failure_prediction_shield,table_clearing,irreversible_change,unseen_side_effect,0.517,0.0499,0.1153,0.0047,0.0825,0.0016,0.3873,0.0053,0.0925,0.0023,0.2516,0.0,0.0774,0.0021,0.4229,0.0092,7
failure_prediction_shield,table_clearing,irreversible_change,combined_stress,0.4796,0.0635,0.1291,0.0049,0.0891,0.0026,0.3811,0.0115,0.0985,0.0048,0.2598,0.0,0.0837,0.0026,0.4164,0.0065,7
failure_prediction_shield,table_clearing,combined_side_effect_stress,nominal,0.5884,0.0793,0.1074,0.0047,0.08,0.0037,0.4277,0.0074,0.0808,0.0025,0.2326,0.0,0.0666,0.0032,0.4443,0.0068,7
failure_prediction_shield,table_clearing,combined_side_effect_stress,seen_shift,0.5306,0.06,0.1274,0.0034,0.086,0.0019,0.416,0.0043,0.0877,0.0037,0.2434,0.0,0.0764,0.0022,0.4366,0.0073,7
failure_prediction_shield,table_clearing,combined_side_effect_stress,unseen_object,0.5272,0.0469,0.1622,0.0024,0.0921,0.0032,0.4117,0.0067,0.0913,0.0031,0.2488,0.0,0.0827,0.0031,0.427,0.0068,7
failure_prediction_shield,table_clearing,combined_side_effect_stress,unseen_side_effect,0.5,0.0374,0.1493,0.004,0.0966,0.0021,0.3827,0.0044,0.0953,0.0017,0.2534,0.0,0.0899,0.0014,0.4245,0.0061,7
failure_prediction_shield,table_clearing,combined_side_effect_stress,combined_stress,0.4813,0.0352,0.1763,0.0032,0.1021,0.0039,0.3922,0.0065,0.1,0.0029,0.2619,0.0,0.0953,0.004,0.4104,0.0048,7
failure_prediction_shield,drawer_retrieval,nominal,nominal,0.6088,0.0372,0.0349,0.0047,0.0582,0.0033,0.4246,0.0035,0.0824,0.0029,0.2245,0.0,0.0307,0.0024,0.4444,0.003,7
failure_prediction_shield,drawer_retrieval,nominal,seen_shift,0.5969,0.0365,0.0351,0.0037,0.0587,0.0039,0.416,0.0087,0.0882,0.0033,0.2332,0.0,0.0288,0.0026,0.4293,0.003,7
failure_prediction_shield,drawer_retrieval,nominal,unseen_object,0.6207,0.043,0.0374,0.002,0.059,0.003,0.4088,0.009,0.093,0.0024,0.2376,0.0,0.0318,0.0035,0.4292,0.0054,7
failure_prediction_shield,drawer_retrieval,nominal,unseen_side_effect,0.5799,0.0533,0.0348,0.0021,0.0584,0.0019,0.3916,0.0067,0.0949,0.0041,0.2413,0.0,0.0314,0.0027,0.4228,0.0042,7
failure_prediction_shield,drawer_retrieval,nominal,combined_stress,0.5255,0.051,0.0384,0.0032,0.0606,0.0034,0.386,0.0052,0.101,0.0023,0.2481,0.0,0.0315,0.0023,0.417,0.0076,7
failure_prediction_shield,drawer_retrieval,force_damage,nominal,0.5612,0.0402,0.0574,0.0052,0.0675,0.004,0.4268,0.0125,0.0819,0.0032,0.2308,0.0,0.0574,0.0039,0.4405,0.0044,7
failure_prediction_shield,drawer_retrieval,force_damage,seen_shift,0.5731,0.0246,0.067,0.0028,0.0725,0.0032,0.4112,0.0101,0.0871,0.0043,0.2412,0.0,0.0701,0.0037,0.4332,0.0037,7
failure_prediction_shield,drawer_retrieval,force_damage,unseen_object,0.5,0.0191,0.0758,0.0024,0.0743,0.0027,0.4069,0.0059,0.0889,0.0045,0.2463,0.0,0.0714,0.0025,0.425,0.0036,7
failure_prediction_shield,drawer_retrieval,force_damage,unseen_side_effect,0.4949,0.0585,0.0822,0.0033,0.0768,0.0025,0.3857,0.0094,0.0947,0.0024,0.2507,0.0,0.0873,0.0012,0.4257,0.0028,7
failure_prediction_shield,drawer_retrieval,force_damage,combined_stress,0.4881,0.0619,0.095,0.0026,0.0814,0.0025,0.3846,0.0046,0.0994,0.0018,0.2588,0.0,0.0876,0.0039,0.4135,0.009,7
failure_prediction_shield,drawer_retrieval,object_displacement,nominal,0.6122,0.0443,0.0638,0.0033,0.0686,0.0035,0.424,0.0065,0.083,0.0042,0.2304,0.0,0.0427,0.003,0.4442,0.0041,7
failure_prediction_shield,drawer_retrieval,object_displacement,seen_shift,0.5578,0.0465,0.0712,0.0029,0.0702,0.0035,0.4206,0.0088,0.0894,0.0027,0.2407,0.0,0.0483,0.0026,0.4329,0.0056,7
failure_prediction_shield,drawer_retrieval,object_displacement,unseen_object,0.5136,0.0618,0.086,0.0034,0.0762,0.0027,0.4075,0.007,0.0917,0.0019,0.2458,0.0,0.0501,0.0034,0.4247,0.0026,7
failure_prediction_shield,drawer_retrieval,object_displacement,unseen_side_effect,0.5612,0.0213,0.0822,0.0035,0.073,0.0015,0.3912,0.0053,0.0946,0.0032,0.2501,0.0,0.0533,0.0035,0.4243,0.0046,7
failure_prediction_shield,drawer_retrieval,object_displacement,combined_stress,0.5238,0.0153,0.0909,0.0032,0.0774,0.0014,0.3836,0.0117,0.0984,0.0024,0.2582,0.0,0.0566,0.0035,0.4142,0.0045,7
failure_prediction_shield,drawer_retrieval,clutter_accumulation,nominal,0.5748,0.0363,0.0627,0.0041,0.0671,0.0039,0.4189,0.0033,0.0815,0.0015,0.231,0.0,0.0453,0.003,0.4483,0.0052,7
failure_prediction_shield,drawer_retrieval,clutter_accumulation,seen_shift,0.5578,0.0442,0.0729,0.0039,0.067,0.0047,0.4151,0.0043,0.0902,0.0019,0.2414,0.0,0.0462,0.0027,0.4364,0.0067,7
failure_prediction_shield,drawer_retrieval,clutter_accumulation,unseen_object,0.5204,0.0337,0.0889,0.0021,0.0756,0.0054,0.4095,0.0061,0.0907,0.0017,0.2466,0.0,0.0539,0.0027,0.4308,0.0084,7
failure_prediction_shield,drawer_retrieval,clutter_accumulation,unseen_side_effect,0.5255,0.0606,0.0784,0.0031,0.0746,0.0027,0.3927,0.0027,0.0931,0.0024,0.251,0.0,0.0546,0.0029,0.4249,0.0066,7
failure_prediction_shield,drawer_retrieval,clutter_accumulation,combined_stress,0.517,0.0356,0.0937,0.0036,0.0786,0.0026,0.389,0.0064,0.0987,0.0017,0.2592,0.0,0.057,0.0023,0.4136,0.0075,7
failure_prediction_shield,drawer_retrieval,unstable_placement,nominal,0.5935,0.0312,0.0658,0.0023,0.071,0.0029,0.4229,0.0084,0.084,0.0024,0.2312,0.0,0.0508,0.0021,0.4489,0.0045,7
failure_prediction_shield,drawer_retrieval,unstable_placement,seen_shift,0.551,0.0485,0.0799,0.004,0.0747,0.0024,0.4182,0.0039,0.0896,0.0035,0.2417,0.0,0.0586,0.004,0.4341,0.0054,7
failure_prediction_shield,drawer_retrieval,unstable_placement,unseen_object,0.5459,0.0312,0.0877,0.0035,0.0774,0.0042,0.4101,0.005,0.0925,0.0035,0.2469,0.0,0.0613,0.0029,0.4341,0.0039,7
failure_prediction_shield,drawer_retrieval,unstable_placement,unseen_side_effect,0.5153,0.0541,0.0906,0.002,0.0809,0.0034,0.3876,0.0103,0.0967,0.0027,0.2513,0.0,0.0689,0.002,0.422,0.0078,7
failure_prediction_shield,drawer_retrieval,unstable_placement,combined_stress,0.4371,0.046,0.1014,0.003,0.0834,0.0034,0.3899,0.0078,0.1019,0.0016,0.2595,0.0,0.0722,0.003,0.4174,0.0034,7
failure_prediction_shield,drawer_retrieval,irreversible_change,nominal,0.5816,0.0358,0.0695,0.0026,0.0695,0.0025,0.4241,0.0056,0.0823,0.0036,0.2314,0.0,0.0618,0.0039,0.4453,0.0051,7
failure_prediction_shield,drawer_retrieval,irreversible_change,seen_shift,0.5561,0.0469,0.0841,0.0043,0.0762,0.0023,0.4107,0.0101,0.0884,0.0031,0.2419,0.0,0.0707,0.0023,0.4406,0.0061,7
failure_prediction_shield,drawer_retrieval,irreversible_change,unseen_object,0.5578,0.0399,0.0948,0.004,0.08,0.0028,0.4098,0.0078,0.0904,0.0023,0.2471,0.0,0.0766,0.0028,0.429,0.0051,7
failure_prediction_shield,drawer_retrieval,irreversible_change,unseen_side_effect,0.5306,0.0329,0.098,0.0036,0.0815,0.0015,0.3845,0.0106,0.0916,0.0019,0.2516,0.0,0.083,0.0036,0.4242,0.0072,7
failure_prediction_shield,drawer_retrieval,irreversible_change,combined_stress,0.4898,0.0645,0.1106,0.0041,0.0863,0.0016,0.3853,0.0096,0.0971,0.0025,0.2598,0.0,0.087,0.0031,0.4211,0.0065,7
failure_prediction_shield,drawer_retrieval,combined_side_effect_stress,nominal,0.5663,0.0296,0.0892,0.0048,0.0791,0.0045,0.4272,0.0061,0.0839,0.0038,0.2326,0.0,0.0699,0.0017,0.4457,0.002,7
failure_prediction_shield,drawer_retrieval,combined_side_effect_stress,seen_shift,0.5323,0.0431,0.109,0.0041,0.0862,0.0043,0.409,0.0064,0.0877,0.002,0.2434,0.0,0.0819,0.0034,0.4325,0.0051,7
failure_prediction_shield,drawer_retrieval,combined_side_effect_stress,unseen_object,0.5357,0.0144,0.1249,0.0046,0.0895,0.0019,0.4116,0.0037,0.0904,0.0033,0.2488,0.0,0.0852,0.0025,0.4295,0.0056,7
failure_prediction_shield,drawer_retrieval,combined_side_effect_stress,unseen_side_effect,0.4796,0.034,0.1284,0.004,0.0926,0.0019,0.3896,0.0066,0.0959,0.0026,0.2534,0.0,0.0986,0.0028,0.4185,0.0037,7
failure_prediction_shield,drawer_retrieval,combined_side_effect_stress,combined_stress,0.466,0.0566,0.1437,0.0043,0.0991,0.0037,0.3846,0.0038,0.0952,0.0025,0.2619,0.0,0.1008,0.0031,0.4122,0.0033,7
failure_prediction_shield,cable_routing,nominal,nominal,0.5867,0.0443,0.0327,0.0038,0.0609,0.0028,0.42,0.0086,0.0842,0.0035,0.2245,0.0,0.0275,0.0041,0.4485,0.0066,7
failure_prediction_shield,cable_routing,nominal,seen_shift,0.6037,0.0501,0.0383,0.0043,0.0595,0.0036,0.4168,0.0111,0.09,0.0065,0.2332,0.0,0.0283,0.0028,0.4403,0.0022,7
failure_prediction_shield,cable_routing,nominal,unseen_object,0.5663,0.037,0.04,0.0037,0.0592,0.0033,0.4097,0.0084,0.0912,0.0052,0.2376,0.0,0.0311,0.0028,0.4301,0.0083,7
failure_prediction_shield,cable_routing,nominal,unseen_side_effect,0.5782,0.0329,0.0392,0.0045,0.062,0.0029,0.3875,0.0057,0.0934,0.0034,0.2413,0.0,0.0343,0.0029,0.4245,0.0056,7
failure_prediction_shield,cable_routing,nominal,combined_stress,0.5442,0.0309,0.0417,0.0021,0.0615,0.0028,0.3821,0.0109,0.0999,0.0028,0.2481,0.0,0.0299,0.0024,0.4097,0.0079,7
failure_prediction_shield,cable_routing,force_damage,nominal,0.5765,0.0292,0.065,0.0039,0.0666,0.0037,0.423,0.0066,0.0812,0.0038,0.2308,0.0,0.0554,0.0022,0.4481,0.0051,7
failure_prediction_shield,cable_routing,force_damage,seen_shift,0.568,0.0337,0.0714,0.0033,0.0748,0.0034,0.4104,0.0072,0.0861,0.0031,0.2412,0.0,0.0621,0.0045,0.435,0.0058,7
failure_prediction_shield,cable_routing,force_damage,unseen_object,0.534,0.0312,0.0807,0.0036,0.0761,0.0041,0.4112,0.0077,0.0945,0.0026,0.2463,0.0,0.0681,0.0019,0.4276,0.0041,7
failure_prediction_shield,cable_routing,force_damage,unseen_side_effect,0.4711,0.056,0.0837,0.0039,0.0793,0.0022,0.3859,0.0073,0.0939,0.0027,0.2507,0.0,0.0749,0.0021,0.4194,0.0063,7
failure_prediction_shield,cable_routing,force_damage,combined_stress,0.4626,0.0641,0.0872,0.0025,0.0774,0.0056,0.3801,0.0093,0.0972,0.0035,0.2588,0.0,0.0792,0.0042,0.4167,0.0077,7
failure_prediction_shield,cable_routing,object_displacement,nominal,0.5918,0.0359,0.075,0.0041,0.0696,0.0028,0.4337,0.0035,0.0831,0.0023,0.2304,0.0,0.0422,0.0038,0.4409,0.0068,7
failure_prediction_shield,cable_routing,object_displacement,seen_shift,0.5442,0.0248,0.0851,0.0034,0.0723,0.0022,0.4165,0.0069,0.086,0.0032,0.2407,0.0,0.0481,0.0032,0.4357,0.0064,7
failure_prediction_shield,cable_routing,object_displacement,unseen_object,0.5391,0.0359,0.1079,0.0046,0.0785,0.0027,0.409,0.0029,0.0892,0.0025,0.2458,0.0,0.0521,0.0021,0.428,0.0061,7
failure_prediction_shield,cable_routing,object_displacement,unseen_side_effect,0.4626,0.0399,0.0915,0.0035,0.0787,0.0036,0.3851,0.0073,0.096,0.0023,0.2501,0.0,0.0514,0.0038,0.4228,0.0087,7
failure_prediction_shield,cable_routing,object_displacement,combined_stress,0.4932,0.0249,0.1132,0.0038,0.0789,0.0033,0.3773,0.0111,0.0964,0.0026,0.2582,0.0,0.0559,0.0026,0.4167,0.0058,7
failure_prediction_shield,cable_routing,clutter_accumulation,nominal,0.5629,0.0363,0.0742,0.0052,0.0692,0.0038,0.4284,0.0037,0.084,0.0027,0.231,0.0,0.0439,0.003,0.4427,0.0051,7
failure_prediction_shield,cable_routing,clutter_accumulation,seen_shift,0.5425,0.0345,0.0862,0.0023,0.0735,0.0027,0.4132,0.0041,0.0881,0.0023,0.2414,0.0,0.0465,0.0031,0.435,0.0043,7
failure_prediction_shield,cable_routing,clutter_accumulation,unseen_object,0.5391,0.0214,0.1117,0.0033,0.0788,0.0017,0.4083,0.0066,0.0887,0.004,0.2466,0.0,0.0508,0.002,0.4296,0.0072,7
failure_prediction_shield,cable_routing,clutter_accumulation,unseen_side_effect,0.5442,0.038,0.1015,0.0051,0.0772,0.0033,0.3893,0.0089,0.0941,0.0019,0.251,0.0,0.0542,0.0043,0.4215,0.0074,7
failure_prediction_shield,cable_routing,clutter_accumulation,combined_stress,0.4847,0.037,0.119,0.0019,0.0836,0.0025,0.3856,0.0024,0.0991,0.0016,0.2592,0.0,0.0574,0.0026,0.41,0.0069,7
failure_prediction_shield,cable_routing,unstable_placement,nominal,0.6259,0.0446,0.0752,0.0021,0.0716,0.0017,0.4255,0.0073,0.0813,0.0033,0.2312,0.0,0.051,0.0021,0.447,0.0042,7
failure_prediction_shield,cable_routing,unstable_placement,seen_shift,0.5323,0.0253,0.0873,0.0052,0.0754,0.003,0.4164,0.0102,0.0875,0.0027,0.2417,0.0,0.057,0.0039,0.4301,0.0047,7
failure_prediction_shield,cable_routing,unstable_placement,unseen_object,0.5204,0.0373,0.102,0.0017,0.0808,0.0027,0.4026,0.0048,0.0926,0.0019,0.2469,0.0,0.0587,0.0032,0.4294,0.0049,7
failure_prediction_shield,cable_routing,unstable_placement,unseen_side_effect,0.5187,0.0287,0.1012,0.0024,0.079,0.0021,0.3806,0.0082,0.0921,0.004,0.2513,0.0,0.0669,0.0038,0.4255,0.0064,7
failure_prediction_shield,cable_routing,unstable_placement,combined_stress,0.5153,0.0263,0.1156,0.0039,0.0862,0.003,0.3801,0.0085,0.0967,0.0019,0.2595,0.0,0.0681,0.0027,0.4203,0.0037,7
failure_prediction_shield,cable_routing,irreversible_change,nominal,0.5816,0.0703,0.0781,0.0027,0.072,0.0016,0.4307,0.0043,0.0836,0.0032,0.2314,0.0,0.0603,0.0034,0.447,0.0048,7
failure_prediction_shield,cable_routing,irreversible_change,seen_shift,0.534,0.0236,0.0927,0.0025,0.079,0.0041,0.4058,0.0072,0.0898,0.0026,0.2419,0.0,0.0677,0.0025,0.4392,0.0049,7
failure_prediction_shield,cable_routing,irreversible_change,unseen_object,0.5391,0.0309,0.1144,0.0032,0.0846,0.0023,0.4104,0.0049,0.0925,0.0032,0.2471,0.0,0.0716,0.0024,0.4262,0.007,7
failure_prediction_shield,cable_routing,irreversible_change,unseen_side_effect,0.449,0.0329,0.1129,0.0026,0.0855,0.0034,0.3891,0.0132,0.0927,0.0036,0.2516,0.0,0.0804,0.0033,0.4206,0.0036,7
failure_prediction_shield,cable_routing,irreversible_change,combined_stress,0.5085,0.0431,0.1325,0.0039,0.093,0.0031,0.3845,0.0082,0.0979,0.0025,0.2598,0.0,0.0856,0.0043,0.4135,0.0082,7
failure_prediction_shield,cable_routing,combined_side_effect_stress,nominal,0.5544,0.0387,0.1069,0.0029,0.0832,0.0017,0.4268,0.0078,0.0817,0.0022,0.2326,0.0,0.0717,0.0022,0.4408,0.0051,7
failure_prediction_shield,cable_routing,combined_side_effect_stress,seen_shift,0.5221,0.0497,0.1249,0.002,0.0906,0.002,0.4131,0.0076,0.088,0.003,0.2434,0.0,0.077,0.0031,0.4379,0.0081,7
failure_prediction_shield,cable_routing,combined_side_effect_stress,unseen_object,0.4983,0.0252,0.156,0.0024,0.0982,0.0035,0.4128,0.0042,0.0885,0.0022,0.2488,0.0,0.0836,0.0029,0.4293,0.0074,7
failure_prediction_shield,cable_routing,combined_side_effect_stress,unseen_side_effect,0.4439,0.0413,0.1492,0.0032,0.0963,0.0045,0.3847,0.0071,0.0959,0.0023,0.2534,0.0,0.0919,0.0039,0.425,0.0064,7
failure_prediction_shield,cable_routing,combined_side_effect_stress,combined_stress,0.4439,0.0514,0.1734,0.0035,0.1043,0.0028,0.3859,0.0073,0.0978,0.0041,0.2619,0.0,0.0991,0.0037,0.4167,0.0034,7
failure_prediction_shield,tool_handoff,nominal,nominal,0.6105,0.0584,0.0378,0.0057,0.0606,0.0038,0.422,0.0057,0.0836,0.0015,0.2245,0.0,0.0305,0.0024,0.4473,0.0063,7
failure_prediction_shield,tool_handoff,nominal,seen_shift,0.5782,0.0243,0.0391,0.0016,0.0587,0.0017,0.408,0.0072,0.0859,0.0031,0.2332,0.0,0.0311,0.0029,0.4395,0.0067,7
failure_prediction_shield,tool_handoff,nominal,unseen_object,0.5782,0.0469,0.0427,0.0029,0.0633,0.0012,0.4067,0.0089,0.0918,0.002,0.2376,0.0,0.0311,0.0025,0.4258,0.0055,7
failure_prediction_shield,tool_handoff,nominal,unseen_side_effect,0.5782,0.0493,0.0405,0.0036,0.0635,0.0027,0.39,0.01,0.093,0.0028,0.2413,0.0,0.0317,0.0014,0.4217,0.0054,7
failure_prediction_shield,tool_handoff,nominal,combined_stress,0.517,0.0416,0.0457,0.003,0.062,0.0026,0.3849,0.0087,0.0997,0.0037,0.2481,0.0,0.0309,0.0032,0.4169,0.0059,7
