ablation,task,regime,split,seed,episodes,success,success_probability,side_effect_violation,preference_regret,side_effect_recall,false_alarm,query_cost,damage_rate,data_efficiency_proxy
minus_side_effect_taxonomy,tool_handoff,combined_side_effect_stress,combined_stress,0,84,0.5,0.4806,0.1388,0.0919,0.4066,0.0933,0.2105,0.0806,0.4625
minus_side_effect_taxonomy,tool_handoff,combined_side_effect_stress,combined_stress,1,84,0.4762,0.4712,0.1324,0.1023,0.4129,0.0792,0.2105,0.0843,0.4653
minus_side_effect_taxonomy,tool_handoff,combined_side_effect_stress,combined_stress,2,84,0.4048,0.476,0.1281,0.096,0.4078,0.0794,0.2105,0.0873,0.4485
minus_side_effect_taxonomy,tool_handoff,combined_side_effect_stress,combined_stress,3,84,0.3333,0.4765,0.1383,0.0967,0.4168,0.0848,0.2105,0.0877,0.4637
minus_side_effect_taxonomy,tool_handoff,combined_side_effect_stress,combined_stress,4,84,0.4762,0.4655,0.1328,0.092,0.4047,0.0848,0.2105,0.0805,0.4611
minus_side_effect_taxonomy,tool_handoff,combined_side_effect_stress,combined_stress,5,84,0.5357,0.4734,0.1329,0.096,0.4196,0.086,0.2105,0.0856,0.4613
minus_side_effect_taxonomy,tool_handoff,combined_side_effect_stress,combined_stress,6,84,0.4643,0.4674,0.1376,0.0982,0.4089,0.0859,0.2105,0.093,0.4604
minus_side_effect_taxonomy,mobile_shelf_placement,nominal,combined_stress,0,84,0.5714,0.5703,0.0341,0.0566,0.3997,0.0896,0.1968,0.0266,0.4605
minus_side_effect_taxonomy,mobile_shelf_placement,nominal,combined_stress,1,84,0.6429,0.5734,0.0371,0.0623,0.3973,0.0837,0.1968,0.0283,0.4634
minus_side_effect_taxonomy,mobile_shelf_placement,nominal,combined_stress,2,84,0.631,0.5719,0.0358,0.0541,0.4137,0.0837,0.1968,0.036,0.4618
minus_side_effect_taxonomy,mobile_shelf_placement,nominal,combined_stress,3,84,0.6429,0.5857,0.0264,0.0559,0.4186,0.0881,0.1968,0.0309,0.4565
minus_side_effect_taxonomy,mobile_shelf_placement,nominal,combined_stress,4,84,0.4762,0.5651,0.0393,0.0646,0.411,0.0825,0.1968,0.0352,0.4593
minus_side_effect_taxonomy,mobile_shelf_placement,nominal,combined_stress,5,84,0.5833,0.5648,0.0321,0.0595,0.3913,0.089,0.1968,0.0371,0.4481
minus_side_effect_taxonomy,mobile_shelf_placement,nominal,combined_stress,6,84,0.5476,0.5689,0.0363,0.0635,0.4184,0.0852,0.1968,0.0242,0.4692
minus_side_effect_taxonomy,mobile_shelf_placement,force_damage,combined_stress,0,84,0.4762,0.5176,0.0725,0.0765,0.3984,0.0804,0.2075,0.0689,0.4506
minus_side_effect_taxonomy,mobile_shelf_placement,force_damage,combined_stress,1,84,0.5238,0.5093,0.088,0.0711,0.3991,0.0813,0.2075,0.0687,0.4615
minus_side_effect_taxonomy,mobile_shelf_placement,force_damage,combined_stress,2,84,0.5476,0.5212,0.0793,0.0694,0.4358,0.0851,0.2075,0.0744,0.4582
minus_side_effect_taxonomy,mobile_shelf_placement,force_damage,combined_stress,3,84,0.5,0.5136,0.0781,0.07,0.3978,0.0895,0.2075,0.0682,0.457
minus_side_effect_taxonomy,mobile_shelf_placement,force_damage,combined_stress,4,84,0.5952,0.5168,0.0831,0.0781,0.4012,0.0912,0.2075,0.0631,0.4501
minus_side_effect_taxonomy,mobile_shelf_placement,force_damage,combined_stress,5,84,0.5952,0.5183,0.0823,0.0766,0.4211,0.0834,0.2075,0.0743,0.4586
minus_side_effect_taxonomy,mobile_shelf_placement,force_damage,combined_stress,6,84,0.4643,0.4999,0.0842,0.0759,0.4201,0.0937,0.2075,0.0712,0.4603
minus_side_effect_taxonomy,mobile_shelf_placement,object_displacement,combined_stress,0,84,0.5833,0.4967,0.1059,0.0824,0.3842,0.0883,0.2068,0.0464,0.4555
minus_side_effect_taxonomy,mobile_shelf_placement,object_displacement,combined_stress,1,84,0.5595,0.5044,0.1123,0.076,0.4158,0.0861,0.2068,0.043,0.4684
minus_side_effect_taxonomy,mobile_shelf_placement,object_displacement,combined_stress,2,84,0.5238,0.5318,0.1143,0.0885,0.4127,0.087,0.2068,0.0474,0.4549
minus_side_effect_taxonomy,mobile_shelf_placement,object_displacement,combined_stress,3,84,0.5357,0.5276,0.1134,0.0735,0.3966,0.0841,0.2068,0.0439,0.4647
minus_side_effect_taxonomy,mobile_shelf_placement,object_displacement,combined_stress,4,84,0.5119,0.5309,0.1088,0.0793,0.405,0.0904,0.2068,0.0475,0.4594
minus_side_effect_taxonomy,mobile_shelf_placement,object_displacement,combined_stress,5,84,0.4762,0.5079,0.116,0.0823,0.3967,0.0879,0.2068,0.0489,0.4525
minus_side_effect_taxonomy,mobile_shelf_placement,object_displacement,combined_stress,6,84,0.5,0.5056,0.1104,0.0786,0.4042,0.0867,0.2068,0.0563,0.4547
minus_side_effect_taxonomy,mobile_shelf_placement,clutter_accumulation,combined_stress,0,84,0.5238,0.5039,0.1075,0.0826,0.4078,0.0791,0.2078,0.0473,0.4453
minus_side_effect_taxonomy,mobile_shelf_placement,clutter_accumulation,combined_stress,1,84,0.5476,0.5216,0.1133,0.0807,0.3887,0.0823,0.2078,0.045,0.4689
minus_side_effect_taxonomy,mobile_shelf_placement,clutter_accumulation,combined_stress,2,84,0.5,0.5155,0.1134,0.0788,0.4029,0.085,0.2078,0.0426,0.4561
minus_side_effect_taxonomy,mobile_shelf_placement,clutter_accumulation,combined_stress,3,84,0.5476,0.5062,0.1172,0.089,0.409,0.083,0.2078,0.0461,0.4658
minus_side_effect_taxonomy,mobile_shelf_placement,clutter_accumulation,combined_stress,4,84,0.4524,0.5212,0.1065,0.0771,0.4104,0.0819,0.2078,0.0558,0.4523
minus_side_effect_taxonomy,mobile_shelf_placement,clutter_accumulation,combined_stress,5,84,0.4405,0.5092,0.1094,0.0837,0.3959,0.0878,0.2078,0.0441,0.4514
minus_side_effect_taxonomy,mobile_shelf_placement,clutter_accumulation,combined_stress,6,84,0.5,0.5026,0.1074,0.0829,0.4195,0.0924,0.2078,0.0528,0.454
minus_side_effect_taxonomy,mobile_shelf_placement,unstable_placement,combined_stress,0,84,0.5238,0.4959,0.109,0.079,0.4194,0.0845,0.2082,0.0614,0.4505
minus_side_effect_taxonomy,mobile_shelf_placement,unstable_placement,combined_stress,1,84,0.369,0.5109,0.1089,0.0903,0.4122,0.0751,0.2082,0.0593,0.4503
minus_side_effect_taxonomy,mobile_shelf_placement,unstable_placement,combined_stress,2,84,0.5595,0.5109,0.1088,0.0783,0.4297,0.0876,0.2082,0.0508,0.4569
minus_side_effect_taxonomy,mobile_shelf_placement,unstable_placement,combined_stress,3,84,0.5,0.498,0.1089,0.0794,0.408,0.0821,0.2082,0.0572,0.4562
minus_side_effect_taxonomy,mobile_shelf_placement,unstable_placement,combined_stress,4,84,0.4286,0.5131,0.1002,0.0805,0.4012,0.0875,0.2082,0.0554,0.4471
minus_side_effect_taxonomy,mobile_shelf_placement,unstable_placement,combined_stress,5,84,0.4405,0.5087,0.1077,0.0762,0.407,0.087,0.2082,0.0569,0.4472
minus_side_effect_taxonomy,mobile_shelf_placement,unstable_placement,combined_stress,6,84,0.5833,0.5078,0.1115,0.087,0.397,0.0827,0.2082,0.0599,0.4684
minus_side_effect_taxonomy,mobile_shelf_placement,irreversible_change,combined_stress,0,84,0.5238,0.4966,0.1218,0.0886,0.4105,0.0838,0.2085,0.0691,0.4728
minus_side_effect_taxonomy,mobile_shelf_placement,irreversible_change,combined_stress,1,84,0.5119,0.5116,0.1246,0.0917,0.4148,0.0853,0.2085,0.0626,0.4639
minus_side_effect_taxonomy,mobile_shelf_placement,irreversible_change,combined_stress,2,84,0.4405,0.495,0.1183,0.0807,0.4067,0.0793,0.2085,0.0704,0.4662
minus_side_effect_taxonomy,mobile_shelf_placement,irreversible_change,combined_stress,3,84,0.5357,0.5039,0.1144,0.0797,0.3896,0.0851,0.2085,0.0711,0.4636
minus_side_effect_taxonomy,mobile_shelf_placement,irreversible_change,combined_stress,4,84,0.4881,0.4948,0.1173,0.0878,0.3963,0.0822,0.2085,0.0635,0.4716
minus_side_effect_taxonomy,mobile_shelf_placement,irreversible_change,combined_stress,5,84,0.4405,0.5006,0.1157,0.0875,0.3955,0.0835,0.2085,0.0685,0.4563
minus_side_effect_taxonomy,mobile_shelf_placement,irreversible_change,combined_stress,6,84,0.5952,0.4984,0.1193,0.0881,0.4071,0.0874,0.2085,0.0703,0.4668
minus_side_effect_taxonomy,mobile_shelf_placement,combined_side_effect_stress,combined_stress,0,84,0.4881,0.4804,0.1625,0.0983,0.419,0.0824,0.2105,0.0779,0.4529
minus_side_effect_taxonomy,mobile_shelf_placement,combined_side_effect_stress,combined_stress,1,84,0.4881,0.4757,0.1631,0.0988,0.4018,0.0825,0.2105,0.0817,0.4656
minus_side_effect_taxonomy,mobile_shelf_placement,combined_side_effect_stress,combined_stress,2,84,0.5238,0.4704,0.1607,0.1057,0.4185,0.0874,0.2105,0.0824,0.4582
minus_side_effect_taxonomy,mobile_shelf_placement,combined_side_effect_stress,combined_stress,3,84,0.4286,0.4732,0.1684,0.0996,0.4084,0.0835,0.2105,0.0776,0.4536
minus_side_effect_taxonomy,mobile_shelf_placement,combined_side_effect_stress,combined_stress,4,84,0.3452,0.4775,0.168,0.0949,0.4091,0.0865,0.2105,0.0872,0.475
minus_side_effect_taxonomy,mobile_shelf_placement,combined_side_effect_stress,combined_stress,5,84,0.4762,0.4736,0.1693,0.1023,0.4193,0.0882,0.2105,0.0831,0.4681
minus_side_effect_taxonomy,mobile_shelf_placement,combined_side_effect_stress,combined_stress,6,84,0.5238,0.4889,0.1682,0.0925,0.3973,0.0919,0.2105,0.0847,0.4563
minus_counterfactual_labels,table_clearing,nominal,combined_stress,0,84,0.6429,0.6001,0.0227,0.0596,0.544,0.0914,0.192,0.0354,0.5622
minus_counterfactual_labels,table_clearing,nominal,combined_stress,1,84,0.5595,0.6006,0.023,0.0509,0.5456,0.0852,0.192,0.0357,0.5621
minus_counterfactual_labels,table_clearing,nominal,combined_stress,2,84,0.5952,0.6067,0.0301,0.0578,0.5138,0.0925,0.192,0.0282,0.5547
minus_counterfactual_labels,table_clearing,nominal,combined_stress,3,84,0.6071,0.5985,0.0302,0.0567,0.5222,0.0844,0.192,0.0251,0.5659
minus_counterfactual_labels,table_clearing,nominal,combined_stress,4,84,0.5119,0.6053,0.0166,0.0613,0.534,0.0961,0.192,0.0319,0.5694
minus_counterfactual_labels,table_clearing,nominal,combined_stress,5,84,0.6667,0.5978,0.0281,0.0646,0.5267,0.0921,0.192,0.0176,0.5582
minus_counterfactual_labels,table_clearing,nominal,combined_stress,6,84,0.5357,0.5868,0.0241,0.0621,0.5238,0.0916,0.192,0.0253,0.5651
minus_counterfactual_labels,table_clearing,force_damage,combined_stress,0,84,0.5595,0.5582,0.0615,0.0642,0.5457,0.093,0.2027,0.0572,0.5614
minus_counterfactual_labels,table_clearing,force_damage,combined_stress,1,84,0.631,0.5739,0.0531,0.0599,0.5341,0.0937,0.2027,0.0519,0.5593
minus_counterfactual_labels,table_clearing,force_damage,combined_stress,2,84,0.4762,0.5651,0.0531,0.0706,0.5244,0.0939,0.2027,0.065,0.5611
minus_counterfactual_labels,table_clearing,force_damage,combined_stress,3,84,0.5714,0.563,0.0475,0.064,0.5063,0.0988,0.2027,0.056,0.5679
minus_counterfactual_labels,table_clearing,force_damage,combined_stress,4,84,0.5714,0.5509,0.0641,0.0742,0.5221,0.0911,0.2027,0.0657,0.5598
minus_counterfactual_labels,table_clearing,force_damage,combined_stress,5,84,0.5238,0.5497,0.0502,0.062,0.524,0.0894,0.2027,0.0564,0.5601
minus_counterfactual_labels,table_clearing,force_damage,combined_stress,6,84,0.5833,0.5488,0.0565,0.074,0.5165,0.0958,0.2027,0.064,0.5743
minus_counterfactual_labels,table_clearing,object_displacement,combined_stress,0,84,0.4881,0.5663,0.0707,0.0676,0.5327,0.0946,0.2021,0.0403,0.5481
minus_counterfactual_labels,table_clearing,object_displacement,combined_stress,1,84,0.5833,0.5711,0.0702,0.0762,0.5257,0.099,0.2021,0.0378,0.5723
minus_counterfactual_labels,table_clearing,object_displacement,combined_stress,2,84,0.631,0.5685,0.0681,0.0711,0.5338,0.0911,0.2021,0.0431,0.5528
minus_counterfactual_labels,table_clearing,object_displacement,combined_stress,3,84,0.6429,0.5825,0.0801,0.0728,0.5333,0.0923,0.2021,0.0533,0.572
minus_counterfactual_labels,table_clearing,object_displacement,combined_stress,4,84,0.6429,0.5613,0.0694,0.0658,0.5439,0.0986,0.2021,0.0465,0.563
minus_counterfactual_labels,table_clearing,object_displacement,combined_stress,5,84,0.6429,0.5596,0.0702,0.0719,0.5363,0.099,0.2021,0.0466,0.559
minus_counterfactual_labels,table_clearing,object_displacement,combined_stress,6,84,0.5,0.5709,0.0683,0.0658,0.5488,0.0947,0.2021,0.0454,0.5742
minus_counterfactual_labels,table_clearing,clutter_accumulation,combined_stress,0,84,0.5119,0.5669,0.0726,0.0625,0.5426,0.0943,0.2031,0.0431,0.5687
minus_counterfactual_labels,table_clearing,clutter_accumulation,combined_stress,1,84,0.619,0.5816,0.0699,0.067,0.5239,0.0925,0.2031,0.0427,0.5591
minus_counterfactual_labels,table_clearing,clutter_accumulation,combined_stress,2,84,0.6548,0.5904,0.0706,0.071,0.5394,0.0882,0.2031,0.0531,0.5763
minus_counterfactual_labels,table_clearing,clutter_accumulation,combined_stress,3,84,0.5595,0.5704,0.0708,0.067,0.5118,0.0993,0.2031,0.0414,0.5658
minus_counterfactual_labels,table_clearing,clutter_accumulation,combined_stress,4,84,0.5952,0.5578,0.0809,0.0757,0.5408,0.0916,0.2031,0.0436,0.5774
minus_counterfactual_labels,table_clearing,clutter_accumulation,combined_stress,5,84,0.5357,0.5679,0.0781,0.0713,0.5309,0.09,0.2031,0.0393,0.571
minus_counterfactual_labels,table_clearing,clutter_accumulation,combined_stress,6,84,0.5357,0.5674,0.0694,0.0709,0.5263,0.0948,0.2031,0.0445,0.5691
minus_counterfactual_labels,table_clearing,unstable_placement,combined_stress,0,84,0.5952,0.559,0.073,0.0725,0.5206,0.096,0.2034,0.0495,0.5658
minus_counterfactual_labels,table_clearing,unstable_placement,combined_stress,1,84,0.5476,0.5544,0.0649,0.0712,0.5336,0.0951,0.2034,0.0586,0.5735
minus_counterfactual_labels,table_clearing,unstable_placement,combined_stress,2,84,0.5833,0.5543,0.0699,0.0658,0.5201,0.092,0.2034,0.0642,0.5623
minus_counterfactual_labels,table_clearing,unstable_placement,combined_stress,3,84,0.6071,0.5702,0.0702,0.0775,0.5225,0.0905,0.2034,0.0516,0.5668
minus_counterfactual_labels,table_clearing,unstable_placement,combined_stress,4,84,0.4524,0.5526,0.0772,0.0767,0.5395,0.0952,0.2034,0.0579,0.5535
minus_counterfactual_labels,table_clearing,unstable_placement,combined_stress,5,84,0.5952,0.5675,0.072,0.0742,0.5304,0.0912,0.2034,0.0525,0.5657
minus_counterfactual_labels,table_clearing,unstable_placement,combined_stress,6,84,0.4881,0.5662,0.0676,0.0803,0.5332,0.09,0.2034,0.0501,0.5661
minus_counterfactual_labels,table_clearing,irreversible_change,combined_stress,0,84,0.5833,0.5651,0.0828,0.0744,0.5389,0.0894,0.2037,0.0673,0.5553
minus_counterfactual_labels,table_clearing,irreversible_change,combined_stress,1,84,0.4643,0.5568,0.0882,0.0727,0.5164,0.0935,0.2037,0.0624,0.571
minus_counterfactual_labels,table_clearing,irreversible_change,combined_stress,2,84,0.5119,0.5528,0.071,0.0746,0.5173,0.0902,0.2037,0.0679,0.5647
minus_counterfactual_labels,table_clearing,irreversible_change,combined_stress,3,84,0.6071,0.5541,0.0791,0.0753,0.5318,0.0948,0.2037,0.0619,0.5682
minus_counterfactual_labels,table_clearing,irreversible_change,combined_stress,4,84,0.5357,0.5585,0.0759,0.0735,0.5491,0.0976,0.2037,0.0632,0.5682
minus_counterfactual_labels,table_clearing,irreversible_change,combined_stress,5,84,0.5476,0.5615,0.0751,0.0745,0.5206,0.1007,0.2037,0.057,0.5776
minus_counterfactual_labels,table_clearing,irreversible_change,combined_stress,6,84,0.5357,0.5605,0.0706,0.0739,0.5367,0.0904,0.2037,0.0652,0.5599
minus_counterfactual_labels,table_clearing,combined_side_effect_stress,combined_stress,0,84,0.4881,0.5259,0.1032,0.0875,0.5275,0.0934,0.2058,0.0782,0.5568
minus_counterfactual_labels,table_clearing,combined_side_effect_stress,combined_stress,1,84,0.5119,0.558,0.101,0.0899,0.5284,0.0907,0.2058,0.0758,0.5758
minus_counterfactual_labels,table_clearing,combined_side_effect_stress,combined_stress,2,84,0.5952,0.5465,0.1001,0.089,0.5358,0.0998,0.2058,0.0737,0.5567
minus_counterfactual_labels,table_clearing,combined_side_effect_stress,combined_stress,3,84,0.5714,0.5358,0.0994,0.075,0.5458,0.0927,0.2058,0.0688,0.5722
minus_counterfactual_labels,table_clearing,combined_side_effect_stress,combined_stress,4,84,0.5952,0.5495,0.1013,0.0883,0.5204,0.0922,0.2058,0.0815,0.5613
minus_counterfactual_labels,table_clearing,combined_side_effect_stress,combined_stress,5,84,0.5714,0.5494,0.104,0.0796,0.5396,0.1003,0.2058,0.0745,0.5602
minus_counterfactual_labels,table_clearing,combined_side_effect_stress,combined_stress,6,84,0.5357,0.5424,0.0972,0.0844,0.5266,0.095,0.2058,0.0727,0.5654
minus_counterfactual_labels,drawer_retrieval,nominal,combined_stress,0,84,0.5714,0.5829,0.0163,0.0619,0.5256,0.0912,0.192,0.0319,0.5746
minus_counterfactual_labels,drawer_retrieval,nominal,combined_stress,1,84,0.5595,0.5926,0.0249,0.0593,0.531,0.0902,0.192,0.0297,0.569
minus_counterfactual_labels,drawer_retrieval,nominal,combined_stress,2,84,0.5833,0.5909,0.0187,0.0537,0.5381,0.0935,0.192,0.0305,0.5732
minus_counterfactual_labels,drawer_retrieval,nominal,combined_stress,3,84,0.619,0.5911,0.0251,0.0525,0.5134,0.0897,0.192,0.0206,0.5647
minus_counterfactual_labels,drawer_retrieval,nominal,combined_stress,4,84,0.631,0.6023,0.0201,0.0602,0.5331,0.0961,0.192,0.0333,0.5565
minus_counterfactual_labels,drawer_retrieval,nominal,combined_stress,5,84,0.619,0.6042,0.0228,0.0511,0.5352,0.0936,0.192,0.0322,0.5623
minus_counterfactual_labels,drawer_retrieval,nominal,combined_stress,6,84,0.6429,0.5924,0.034,0.067,0.5282,0.0902,0.192,0.0346,0.5608
minus_counterfactual_labels,drawer_retrieval,force_damage,combined_stress,0,84,0.6071,0.5467,0.0652,0.0723,0.5312,0.0906,0.2027,0.0652,0.5507
minus_counterfactual_labels,drawer_retrieval,force_damage,combined_stress,1,84,0.4881,0.5603,0.0459,0.0666,0.5216,0.0924,0.2027,0.0687,0.5427
minus_counterfactual_labels,drawer_retrieval,force_damage,combined_stress,2,84,0.5952,0.5582,0.063,0.0671,0.5262,0.0924,0.2027,0.0695,0.5662
minus_counterfactual_labels,drawer_retrieval,force_damage,combined_stress,3,84,0.5119,0.5482,0.0646,0.0764,0.5267,0.0997,0.2027,0.0635,0.5607
minus_counterfactual_labels,drawer_retrieval,force_damage,combined_stress,4,84,0.5357,0.5487,0.0569,0.0674,0.5282,0.089,0.2027,0.0681,0.5647
minus_counterfactual_labels,drawer_retrieval,force_damage,combined_stress,5,84,0.5238,0.5555,0.0509,0.0749,0.5387,0.0933,0.2027,0.0636,0.5684
minus_counterfactual_labels,drawer_retrieval,force_damage,combined_stress,6,84,0.5952,0.5522,0.0646,0.0707,0.5177,0.0944,0.2027,0.0642,0.5571
minus_counterfactual_labels,drawer_retrieval,object_displacement,combined_stress,0,84,0.5952,0.5751,0.0507,0.0683,0.5369,0.0958,0.2021,0.0426,0.5738
minus_counterfactual_labels,drawer_retrieval,object_displacement,combined_stress,1,84,0.5833,0.5643,0.0589,0.0708,0.5238,0.0942,0.2021,0.0518,0.5737
minus_counterfactual_labels,drawer_retrieval,object_displacement,combined_stress,2,84,0.5833,0.5742,0.0551,0.0695,0.5318,0.0881,0.2021,0.0442,0.5641
minus_counterfactual_labels,drawer_retrieval,object_displacement,combined_stress,3,84,0.5952,0.5479,0.0667,0.0684,0.5188,0.087,0.2021,0.0514,0.5634
minus_counterfactual_labels,drawer_retrieval,object_displacement,combined_stress,4,84,0.6071,0.5726,0.0598,0.0702,0.5472,0.0899,0.2021,0.0431,0.5763
minus_counterfactual_labels,drawer_retrieval,object_displacement,combined_stress,5,84,0.5952,0.5674,0.0578,0.0746,0.5329,0.0943,0.2021,0.0439,0.5632
minus_counterfactual_labels,drawer_retrieval,object_displacement,combined_stress,6,84,0.5238,0.554,0.0591,0.0643,0.531,0.0971,0.2021,0.0424,0.5593
minus_counterfactual_labels,drawer_retrieval,clutter_accumulation,combined_stress,0,84,0.6071,0.5763,0.0586,0.0692,0.5303,0.0989,0.2031,0.0492,0.5719
minus_counterfactual_labels,drawer_retrieval,clutter_accumulation,combined_stress,1,84,0.5238,0.5608,0.0618,0.0713,0.5251,0.0841,0.2031,0.0513,0.5671
minus_counterfactual_labels,drawer_retrieval,clutter_accumulation,combined_stress,2,84,0.7024,0.5628,0.0624,0.0628,0.5526,0.0896,0.2031,0.0455,0.5686
minus_counterfactual_labels,drawer_retrieval,clutter_accumulation,combined_stress,3,84,0.5476,0.5746,0.0602,0.0705,0.5162,0.0946,0.2031,0.0449,0.5756
minus_counterfactual_labels,drawer_retrieval,clutter_accumulation,combined_stress,4,84,0.5357,0.5569,0.0441,0.0635,0.5355,0.0894,0.2031,0.041,0.5762
minus_counterfactual_labels,drawer_retrieval,clutter_accumulation,combined_stress,5,84,0.5476,0.5596,0.0574,0.0647,0.5241,0.0984,0.2031,0.0424,0.5616
minus_counterfactual_labels,drawer_retrieval,clutter_accumulation,combined_stress,6,84,0.631,0.559,0.0561,0.0646,0.5433,0.0895,0.2031,0.0483,0.5638
minus_counterfactual_labels,drawer_retrieval,unstable_placement,combined_stress,0,84,0.5476,0.5579,0.063,0.0744,0.5226,0.0886,0.2034,0.0609,0.5577
minus_counterfactual_labels,drawer_retrieval,unstable_placement,combined_stress,1,84,0.5357,0.5508,0.0753,0.0732,0.5096,0.0908,0.2034,0.0606,0.5665
minus_counterfactual_labels,drawer_retrieval,unstable_placement,combined_stress,2,84,0.4048,0.5557,0.0538,0.0705,0.5261,0.0965,0.2034,0.0559,0.5727
minus_counterfactual_labels,drawer_retrieval,unstable_placement,combined_stress,3,84,0.4881,0.5566,0.0708,0.0689,0.5404,0.0918,0.2034,0.0623,0.5646
minus_counterfactual_labels,drawer_retrieval,unstable_placement,combined_stress,4,84,0.5119,0.5414,0.0609,0.0647,0.5256,0.0911,0.2034,0.0527,0.5725
minus_counterfactual_labels,drawer_retrieval,unstable_placement,combined_stress,5,84,0.5714,0.5638,0.0638,0.0681,0.53,0.0882,0.2034,0.051,0.5575
minus_counterfactual_labels,drawer_retrieval,unstable_placement,combined_stress,6,84,0.6071,0.5699,0.0631,0.0675,0.5307,0.0848,0.2034,0.0536,0.5615
minus_counterfactual_labels,drawer_retrieval,irreversible_change,combined_stress,0,84,0.5119,0.5584,0.0791,0.076,0.5342,0.0981,0.2037,0.0637,0.5661
minus_counterfactual_labels,drawer_retrieval,irreversible_change,combined_stress,1,84,0.5238,0.5539,0.0671,0.0751,0.5357,0.0981,0.2037,0.0699,0.5768
minus_counterfactual_labels,drawer_retrieval,irreversible_change,combined_stress,2,84,0.5357,0.5669,0.0553,0.0759,0.53,0.0972,0.2037,0.0624,0.5574
minus_counterfactual_labels,drawer_retrieval,irreversible_change,combined_stress,3,84,0.5476,0.5501,0.0665,0.0781,0.5355,0.0912,0.2037,0.0673,0.5644
minus_counterfactual_labels,drawer_retrieval,irreversible_change,combined_stress,4,84,0.619,0.5585,0.0695,0.0771,0.5418,0.0973,0.2037,0.0697,0.5628
minus_counterfactual_labels,drawer_retrieval,irreversible_change,combined_stress,5,84,0.5,0.5594,0.0673,0.081,0.5396,0.0869,0.2037,0.0702,0.5654
minus_counterfactual_labels,drawer_retrieval,irreversible_change,combined_stress,6,84,0.3929,0.5487,0.0682,0.0748,0.5326,0.0994,0.2037,0.0642,0.5613
minus_counterfactual_labels,drawer_retrieval,combined_side_effect_stress,combined_stress,0,84,0.5119,0.5279,0.0953,0.0887,0.5343,0.0965,0.2058,0.0814,0.5726
minus_counterfactual_labels,drawer_retrieval,combined_side_effect_stress,combined_stress,1,84,0.6071,0.5432,0.0924,0.0813,0.5382,0.0957,0.2058,0.0845,0.5614
minus_counterfactual_labels,drawer_retrieval,combined_side_effect_stress,combined_stress,2,84,0.4167,0.5418,0.0953,0.0838,0.547,0.1025,0.2058,0.0715,0.5606
minus_counterfactual_labels,drawer_retrieval,combined_side_effect_stress,combined_stress,3,84,0.5833,0.5499,0.0986,0.0832,0.5338,0.0917,0.2058,0.0827,0.5715
minus_counterfactual_labels,drawer_retrieval,combined_side_effect_stress,combined_stress,4,84,0.5,0.5491,0.0933,0.0783,0.5294,0.0949,0.2058,0.077,0.5601
minus_counterfactual_labels,drawer_retrieval,combined_side_effect_stress,combined_stress,5,84,0.5595,0.5318,0.0819,0.0833,0.539,0.0946,0.2058,0.0749,0.5682
minus_counterfactual_labels,drawer_retrieval,combined_side_effect_stress,combined_stress,6,84,0.5476,0.544,0.1046,0.0803,0.5054,0.0938,0.2058,0.0843,0.5689
minus_counterfactual_labels,cable_routing,nominal,combined_stress,0,84,0.5119,0.5816,0.0262,0.064,0.5216,0.0965,0.192,0.0303,0.5531
minus_counterfactual_labels,cable_routing,nominal,combined_stress,1,84,0.5476,0.5769,0.0219,0.0572,0.5496,0.0905,0.192,0.0261,0.5737
minus_counterfactual_labels,cable_routing,nominal,combined_stress,2,84,0.5833,0.5809,0.0242,0.0589,0.5421,0.0942,0.192,0.0322,0.5744
minus_counterfactual_labels,cable_routing,nominal,combined_stress,3,84,0.5595,0.5826,0.0277,0.064,0.5294,0.0915,0.192,0.0342,0.5749
minus_counterfactual_labels,cable_routing,nominal,combined_stress,4,84,0.5714,0.5838,0.0183,0.0623,0.5221,0.0954,0.192,0.0325,0.5648
minus_counterfactual_labels,cable_routing,nominal,combined_stress,5,84,0.4762,0.5812,0.0253,0.0599,0.5306,0.0928,0.192,0.0207,0.5637
minus_counterfactual_labels,cable_routing,nominal,combined_stress,6,84,0.5595,0.5781,0.0246,0.0623,0.5338,0.0956,0.192,0.0354,0.5602
minus_counterfactual_labels,cable_routing,force_damage,combined_stress,0,84,0.4524,0.5475,0.0566,0.0645,0.5431,0.0949,0.2027,0.0578,0.553
minus_counterfactual_labels,cable_routing,force_damage,combined_stress,1,84,0.4405,0.5471,0.0643,0.0717,0.5427,0.1016,0.2027,0.0703,0.5711
minus_counterfactual_labels,cable_routing,force_damage,combined_stress,2,84,0.5833,0.5431,0.0543,0.0682,0.5329,0.099,0.2027,0.0663,0.5565
minus_counterfactual_labels,cable_routing,force_damage,combined_stress,3,84,0.5595,0.542,0.0633,0.0745,0.5261,0.0984,0.2027,0.0652,0.5701
minus_counterfactual_labels,cable_routing,force_damage,combined_stress,4,84,0.5595,0.5436,0.0645,0.0734,0.5134,0.0964,0.2027,0.0649,0.5554
minus_counterfactual_labels,cable_routing,force_damage,combined_stress,5,84,0.5,0.5483,0.0559,0.0764,0.5232,0.0956,0.2027,0.0665,0.5667
minus_counterfactual_labels,cable_routing,force_damage,combined_stress,6,84,0.5119,0.5449,0.0578,0.074,0.5446,0.0967,0.2027,0.067,0.5625
minus_counterfactual_labels,cable_routing,object_displacement,combined_stress,0,84,0.5238,0.5498,0.059,0.0678,0.5419,0.0872,0.2021,0.0464,0.5676
