method,split,seed,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss,regret_to_oracle
constraint_aware_planner,unseen_side_effect,4,80,0.548047,0.012168,0.541746,0.514071,0.011422,0.356168,0.002196,0.086428,0.005115,0.06646,0.00453,0.10192,0.263635,0.085022,0.466143,0.079017,0.092315,0.285628
constraint_aware_planner,unseen_side_effect,5,80,0.545182,0.01313,0.542883,0.511714,0.011995,0.355642,0.002013,0.086941,0.004996,0.066423,0.004384,0.102041,0.263635,0.084777,0.466813,0.078682,0.091827,0.290514
constraint_aware_planner,unseen_side_effect,6,80,0.548828,0.012793,0.542014,0.514214,0.01148,0.355149,0.001973,0.086887,0.004693,0.067068,0.004649,0.1025,0.263635,0.085377,0.466096,0.07825,0.09174,0.282577
constraint_aware_planner,unseen_side_effect,7,80,0.548177,0.013337,0.541292,0.513401,0.012238,0.354042,0.002445,0.087686,0.004834,0.066272,0.004542,0.102077,0.263635,0.084987,0.46595,0.079695,0.091759,0.293734
constraint_aware_planner,unseen_side_effect,8,80,0.545052,0.012443,0.540646,0.51086,0.011166,0.354686,0.002088,0.086998,0.004785,0.067749,0.004562,0.10249,0.263635,0.084797,0.465955,0.079541,0.091569,0.289172
constraint_aware_planner,unseen_side_effect,9,80,0.540495,0.011763,0.540784,0.507229,0.01083,0.354544,0.002074,0.087097,0.005147,0.067232,0.004434,0.101922,0.263635,0.085116,0.465185,0.079192,0.091755,0.294823
constraint_aware_planner,human_preference_shift,0,80,0.534115,0.01026,0.535603,0.493439,0.009354,0.356129,0.002131,0.089793,0.005146,0.061947,0.003936,0.119358,0.266754,0.093617,0.464094,0.08428,0.148236,0.31298
constraint_aware_planner,human_preference_shift,1,80,0.536198,0.01318,0.536044,0.49544,0.012407,0.354895,0.001978,0.088903,0.004847,0.061096,0.00386,0.119131,0.266754,0.092649,0.463416,0.084539,0.14819,0.303156
constraint_aware_planner,human_preference_shift,2,80,0.526302,0.010884,0.534146,0.487421,0.010263,0.357008,0.002213,0.08983,0.005136,0.062013,0.0037,0.119234,0.266754,0.093167,0.463741,0.084345,0.147541,0.312083
constraint_aware_planner,human_preference_shift,3,80,0.53099,0.011903,0.536176,0.491716,0.011173,0.354497,0.002082,0.088084,0.005321,0.060543,0.00405,0.118238,0.266754,0.093357,0.4645,0.084419,0.148376,0.304173
constraint_aware_planner,human_preference_shift,4,80,0.531641,0.011031,0.536409,0.492187,0.010134,0.356973,0.002132,0.088548,0.005175,0.062052,0.0041,0.119493,0.266754,0.09315,0.464743,0.084178,0.147498,0.313085
constraint_aware_planner,human_preference_shift,5,80,0.533464,0.01287,0.535344,0.493303,0.011573,0.356652,0.00209,0.088774,0.005023,0.062668,0.003971,0.118606,0.266754,0.093515,0.464471,0.08446,0.14783,0.31498
constraint_aware_planner,human_preference_shift,6,80,0.542839,0.011206,0.536459,0.501166,0.010472,0.35779,0.002204,0.08878,0.005086,0.061515,0.004021,0.118446,0.266754,0.094065,0.463651,0.084371,0.147832,0.302101
constraint_aware_planner,human_preference_shift,7,80,0.526953,0.011672,0.534283,0.487837,0.010846,0.357988,0.002137,0.089591,0.004888,0.062222,0.004051,0.120177,0.266754,0.093928,0.463081,0.083917,0.148112,0.316624
constraint_aware_planner,human_preference_shift,8,80,0.539974,0.012287,0.535902,0.499393,0.011683,0.358239,0.001962,0.088947,0.004977,0.060696,0.003849,0.11915,0.266754,0.093544,0.465348,0.084473,0.147063,0.312705
constraint_aware_planner,human_preference_shift,9,80,0.520312,0.01327,0.534652,0.483019,0.012559,0.358279,0.002348,0.089165,0.004996,0.061328,0.004038,0.119494,0.266754,0.094262,0.463099,0.084336,0.147285,0.323141
constraint_aware_planner,delayed_effects,0,80,0.525781,0.012712,0.532066,0.485959,0.011631,0.359751,0.002179,0.094307,0.004962,0.068766,0.004448,0.107918,0.267124,0.091192,0.462903,0.129676,0.103861,0.307552
constraint_aware_planner,delayed_effects,1,80,0.533594,0.012738,0.530084,0.493211,0.011877,0.359896,0.002148,0.093364,0.005109,0.067053,0.004712,0.10764,0.267124,0.090956,0.463591,0.12958,0.10311,0.302841
constraint_aware_planner,delayed_effects,2,80,0.529297,0.012571,0.530917,0.489367,0.011308,0.361514,0.002243,0.09391,0.005181,0.068519,0.004533,0.107215,0.267124,0.091581,0.462418,0.129584,0.102733,0.307501
constraint_aware_planner,delayed_effects,3,80,0.53724,0.012342,0.531489,0.495627,0.012084,0.360952,0.002193,0.094466,0.004772,0.067957,0.004639,0.107348,0.267124,0.090248,0.462235,0.130094,0.103483,0.302266
constraint_aware_planner,delayed_effects,4,80,0.533724,0.012318,0.532701,0.493318,0.011713,0.361803,0.002505,0.092866,0.005103,0.06838,0.004502,0.107694,0.267124,0.091349,0.463197,0.129297,0.103804,0.300813
constraint_aware_planner,delayed_effects,5,80,0.528385,0.013749,0.533161,0.489335,0.013251,0.361734,0.002204,0.092472,0.005077,0.068484,0.004682,0.107286,0.267124,0.091214,0.464777,0.129391,0.104172,0.314479
constraint_aware_planner,delayed_effects,6,80,0.532813,0.011583,0.530909,0.492559,0.010422,0.359761,0.002235,0.092278,0.005256,0.067974,0.004692,0.107699,0.267124,0.091371,0.463856,0.129945,0.103394,0.29894
constraint_aware_planner,delayed_effects,7,80,0.529297,0.013131,0.531319,0.489348,0.012357,0.360293,0.002305,0.093766,0.005103,0.06804,0.004595,0.10754,0.267124,0.091683,0.464541,0.130128,0.103957,0.31009
constraint_aware_planner,delayed_effects,8,80,0.532031,0.012088,0.531996,0.492278,0.010948,0.363007,0.002254,0.093833,0.005376,0.067356,0.004575,0.107256,0.267124,0.091338,0.463579,0.129076,0.103738,0.310493
constraint_aware_planner,delayed_effects,9,80,0.517057,0.011854,0.530127,0.479798,0.011266,0.360572,0.001769,0.093112,0.005151,0.068184,0.004536,0.108331,0.267124,0.091449,0.464215,0.129425,0.103439,0.315924
constraint_aware_planner,latent_damage_shift,0,80,0.525391,0.012486,0.524457,0.483074,0.012296,0.354636,0.002269,0.097165,0.005524,0.070123,0.004709,0.110126,0.269243,0.09253,0.462138,0.119055,0.110268,0.301307
constraint_aware_planner,latent_damage_shift,1,80,0.532552,0.011709,0.523435,0.48852,0.011216,0.353231,0.002133,0.096252,0.005156,0.070293,0.004691,0.110907,0.269243,0.092536,0.462156,0.119977,0.111243,0.307194
constraint_aware_planner,latent_damage_shift,2,80,0.528385,0.010221,0.523898,0.485537,0.009999,0.352039,0.002283,0.096199,0.005575,0.069036,0.004799,0.110326,0.269243,0.092487,0.4628,0.118907,0.111439,0.308086
constraint_aware_planner,latent_damage_shift,3,80,0.514974,0.012305,0.5243,0.474724,0.011951,0.353742,0.002446,0.097143,0.005377,0.068816,0.004872,0.110886,0.269243,0.092993,0.461672,0.118867,0.110464,0.321397
constraint_aware_planner,latent_damage_shift,4,80,0.529948,0.011539,0.521743,0.485688,0.011079,0.350416,0.002239,0.097091,0.005421,0.070071,0.004639,0.110382,0.269243,0.09262,0.46159,0.120104,0.111148,0.298897
constraint_aware_planner,latent_damage_shift,5,80,0.521094,0.012407,0.525224,0.479975,0.011692,0.355768,0.002448,0.096931,0.005438,0.069333,0.004646,0.111156,0.269243,0.092749,0.462816,0.118647,0.111586,0.314365
constraint_aware_planner,latent_damage_shift,6,80,0.52513,0.012093,0.524635,0.482126,0.011214,0.352364,0.002249,0.097137,0.005488,0.070568,0.004669,0.110533,0.269243,0.093472,0.463283,0.119072,0.111959,0.316515
constraint_aware_planner,latent_damage_shift,7,80,0.524089,0.01128,0.525074,0.482165,0.010725,0.35241,0.002364,0.095728,0.005352,0.069417,0.004679,0.110339,0.269243,0.092607,0.461991,0.118785,0.110881,0.31273
constraint_aware_planner,latent_damage_shift,8,80,0.523177,0.012343,0.524641,0.481075,0.012164,0.352717,0.002197,0.097141,0.005524,0.069713,0.004941,0.110537,0.269243,0.092096,0.462133,0.118472,0.110864,0.307168
constraint_aware_planner,latent_damage_shift,9,80,0.514974,0.012396,0.524003,0.474702,0.011523,0.353413,0.002132,0.097006,0.005271,0.069242,0.004714,0.111146,0.269243,0.092461,0.462638,0.119074,0.110824,0.315534
constraint_aware_planner,combined_stress,0,80,0.516276,0.011182,0.510815,0.464383,0.010712,0.34342,0.002202,0.104536,0.005836,0.072145,0.004895,0.121951,0.273381,0.098532,0.458428,0.123835,0.14205,0.313299
constraint_aware_planner,combined_stress,1,80,0.50612,0.011541,0.510793,0.456272,0.011257,0.344372,0.002456,0.104703,0.005892,0.072461,0.004957,0.12097,0.273381,0.098894,0.458182,0.124599,0.141847,0.332329
constraint_aware_planner,combined_stress,2,80,0.51224,0.012363,0.510469,0.461497,0.011589,0.3422,0.00241,0.103717,0.005894,0.07206,0.005192,0.121037,0.273381,0.098334,0.458937,0.123773,0.141041,0.324213
constraint_aware_planner,combined_stress,3,80,0.517188,0.013035,0.510299,0.464713,0.012312,0.342561,0.002257,0.105021,0.005496,0.071782,0.004871,0.121401,0.273381,0.099485,0.458097,0.124236,0.142379,0.320632
constraint_aware_planner,combined_stress,4,80,0.511979,0.011457,0.510832,0.46066,0.011016,0.343948,0.002266,0.104873,0.006141,0.07247,0.005101,0.121871,0.273381,0.099023,0.458356,0.124937,0.142283,0.318441
constraint_aware_planner,combined_stress,5,80,0.513932,0.011519,0.510267,0.462474,0.011592,0.343075,0.002002,0.104375,0.005936,0.071772,0.004972,0.121335,0.273381,0.098605,0.457466,0.125092,0.141498,0.323301
constraint_aware_planner,combined_stress,6,80,0.508464,0.014286,0.511509,0.457842,0.012769,0.342913,0.002031,0.104611,0.005987,0.071934,0.005018,0.121455,0.273381,0.099653,0.457652,0.124301,0.141926,0.323536
constraint_aware_planner,combined_stress,7,80,0.500651,0.012313,0.5118,0.452164,0.011731,0.343828,0.002325,0.104035,0.006087,0.071817,0.005135,0.121469,0.273381,0.099379,0.458715,0.124821,0.141179,0.341857
constraint_aware_planner,combined_stress,8,80,0.517057,0.013237,0.511937,0.464458,0.012497,0.34055,0.00231,0.104568,0.005877,0.072269,0.00484,0.121505,0.273381,0.098372,0.459168,0.125635,0.141771,0.322963
constraint_aware_planner,combined_stress,9,80,0.513021,0.011983,0.511493,0.461565,0.011364,0.343071,0.002301,0.104964,0.006125,0.072331,0.005125,0.121336,0.273381,0.098453,0.457561,0.123914,0.141376,0.320743
failure_prediction_shield,nominal,0,80,0.602344,0.010297,0.601743,0.584204,0.009184,0.385552,0.002498,0.067653,0.003356,0.050599,0.003054,0.078944,0.226336,0.073626,0.457206,0.054547,0.063641,0.271386
failure_prediction_shield,nominal,1,80,0.59349,0.010859,0.601259,0.576633,0.009562,0.386989,0.002063,0.069095,0.003577,0.051637,0.002986,0.07925,0.226336,0.073824,0.457696,0.054891,0.06363,0.277197
failure_prediction_shield,nominal,2,80,0.59974,0.0117,0.601198,0.582077,0.010021,0.386105,0.002168,0.067765,0.003374,0.05127,0.003071,0.079366,0.226336,0.073734,0.458085,0.053919,0.063987,0.274775
failure_prediction_shield,nominal,3,80,0.605729,0.011549,0.602563,0.586562,0.009894,0.38667,0.002222,0.068281,0.00336,0.051201,0.002871,0.079901,0.226336,0.073777,0.457614,0.054361,0.065102,0.271495
failure_prediction_shield,nominal,4,80,0.604557,0.011091,0.603038,0.586196,0.00965,0.386476,0.002012,0.067805,0.003637,0.050985,0.002913,0.078706,0.226336,0.072755,0.458025,0.054447,0.064196,0.271507
failure_prediction_shield,nominal,5,80,0.595833,0.010892,0.602448,0.578485,0.009549,0.383588,0.00224,0.067724,0.003602,0.051465,0.002983,0.078157,0.226336,0.072846,0.458093,0.055063,0.065126,0.275631
failure_prediction_shield,nominal,6,80,0.608073,0.01176,0.6034,0.588157,0.010512,0.38564,0.001858,0.068031,0.003595,0.051357,0.002895,0.079615,0.226336,0.074533,0.457074,0.05455,0.064774,0.253367
failure_prediction_shield,nominal,7,80,0.603255,0.011731,0.60192,0.584959,0.009744,0.386467,0.00232,0.067893,0.003516,0.051734,0.003039,0.079278,0.226336,0.072736,0.457604,0.053719,0.063449,0.27241
failure_prediction_shield,nominal,8,80,0.608203,0.011794,0.60117,0.589565,0.010052,0.386584,0.002209,0.06673,0.00349,0.051358,0.003074,0.078301,0.226336,0.07363,0.459581,0.053357,0.06425,0.265359
failure_prediction_shield,nominal,9,80,0.601562,0.011085,0.602961,0.583683,0.009842,0.385484,0.002089,0.067399,0.003581,0.051384,0.002967,0.078996,0.226336,0.072868,0.458668,0.053798,0.064624,0.266223
failure_prediction_shield,seen_shift,0,80,0.575391,0.01119,0.574251,0.548506,0.010396,0.371391,0.002304,0.080204,0.004338,0.059602,0.003622,0.087835,0.23418,0.080023,0.454073,0.064204,0.078411,0.275502
failure_prediction_shield,seen_shift,1,80,0.569531,0.013329,0.574543,0.544081,0.011881,0.371444,0.002086,0.079554,0.00437,0.059184,0.003561,0.087511,0.23418,0.079736,0.453736,0.064931,0.0787,0.294581
failure_prediction_shield,seen_shift,2,80,0.573568,0.012059,0.57381,0.546954,0.01086,0.372411,0.002067,0.080597,0.004132,0.059861,0.003631,0.088272,0.23418,0.079838,0.454336,0.064246,0.079415,0.286853
failure_prediction_shield,seen_shift,3,80,0.577865,0.012062,0.573694,0.550233,0.010538,0.371557,0.002146,0.081296,0.004254,0.059536,0.003823,0.086892,0.23418,0.080218,0.454353,0.064772,0.078571,0.278781
failure_prediction_shield,seen_shift,4,80,0.56888,0.01154,0.574139,0.54307,0.010135,0.372359,0.002159,0.080786,0.004632,0.059767,0.003554,0.087281,0.23418,0.079847,0.453319,0.065165,0.079299,0.287777
failure_prediction_shield,seen_shift,5,80,0.575781,0.0112,0.574377,0.548149,0.010207,0.369276,0.002195,0.081631,0.004264,0.058641,0.003611,0.087134,0.23418,0.079954,0.453579,0.064852,0.078969,0.287188
failure_prediction_shield,seen_shift,6,80,0.577083,0.012632,0.573213,0.54988,0.011272,0.370325,0.002046,0.08024,0.004441,0.058838,0.003701,0.087455,0.23418,0.079014,0.452838,0.063671,0.078983,0.284023
failure_prediction_shield,seen_shift,7,80,0.575911,0.010452,0.573621,0.548926,0.009142,0.370679,0.002533,0.080769,0.004496,0.058864,0.003682,0.087513,0.23418,0.079157,0.453694,0.063927,0.078628,0.284174
failure_prediction_shield,seen_shift,8,80,0.580339,0.011336,0.575311,0.552637,0.010369,0.37199,0.00229,0.080295,0.004434,0.059093,0.00368,0.087431,0.23418,0.079888,0.453279,0.063836,0.078856,0.282587
failure_prediction_shield,seen_shift,9,80,0.586068,0.010828,0.573961,0.557384,0.009743,0.371226,0.002424,0.07991,0.00424,0.058806,0.003827,0.087293,0.23418,0.078879,0.454798,0.065161,0.079965,0.27659
failure_prediction_shield,unseen_object,0,80,0.551823,0.012764,0.554388,0.518693,0.011254,0.365336,0.002071,0.096102,0.005725,0.063256,0.004104,0.093319,0.239429,0.084223,0.44867,0.071327,0.0887,0.301453
failure_prediction_shield,unseen_object,1,80,0.551693,0.011419,0.554664,0.518729,0.010271,0.364117,0.002117,0.095939,0.005616,0.061614,0.003978,0.093553,0.239429,0.085148,0.44918,0.070915,0.08932,0.299989
failure_prediction_shield,unseen_object,2,80,0.550781,0.011522,0.555396,0.517753,0.010967,0.363649,0.00186,0.095725,0.005639,0.062637,0.003918,0.09337,0.239429,0.084991,0.449745,0.0718,0.089176,0.298963
failure_prediction_shield,unseen_object,3,80,0.564583,0.010523,0.555857,0.52901,0.009503,0.365002,0.00217,0.095695,0.005854,0.062351,0.004133,0.093334,0.239429,0.085243,0.448818,0.071241,0.089444,0.293447
failure_prediction_shield,unseen_object,4,80,0.55599,0.012233,0.55487,0.521956,0.011358,0.364127,0.001901,0.096253,0.005586,0.062294,0.003927,0.09274,0.239429,0.084516,0.448793,0.071868,0.089095,0.299311
failure_prediction_shield,unseen_object,5,80,0.544661,0.011686,0.554041,0.512051,0.010563,0.362981,0.002247,0.096483,0.00542,0.063149,0.004101,0.094118,0.239429,0.084996,0.44809,0.07208,0.089271,0.306476
failure_prediction_shield,unseen_object,6,80,0.563932,0.012757,0.5555,0.52857,0.011345,0.365069,0.002013,0.096468,0.005712,0.062522,0.003893,0.092752,0.239429,0.084227,0.449332,0.071752,0.08812,0.29084
failure_prediction_shield,unseen_object,7,80,0.558073,0.013159,0.555804,0.523181,0.012348,0.363645,0.002196,0.096623,0.005751,0.062766,0.004017,0.093409,0.239429,0.084794,0.447787,0.070681,0.088993,0.299028
failure_prediction_shield,unseen_object,8,80,0.554297,0.012245,0.554997,0.52002,0.011612,0.3627,0.002463,0.096368,0.005676,0.063366,0.004006,0.093939,0.239429,0.084285,0.448992,0.071947,0.088313,0.297946
failure_prediction_shield,unseen_object,9,80,0.558854,0.012608,0.554686,0.524395,0.011581,0.363989,0.002082,0.095077,0.005511,0.062511,0.003954,0.093301,0.239429,0.08493,0.448268,0.07228,0.088262,0.295825
failure_prediction_shield,unseen_side_effect,0,80,0.524219,0.012643,0.538041,0.486929,0.011902,0.341953,0.002318,0.095211,0.005399,0.07503,0.005281,0.096828,0.243265,0.087671,0.446892,0.077981,0.093805,0.31625
failure_prediction_shield,unseen_side_effect,1,80,0.527474,0.013356,0.538106,0.489901,0.012091,0.343348,0.002097,0.095165,0.005362,0.07436,0.005089,0.096344,0.243265,0.087485,0.446006,0.07868,0.093708,0.32034
failure_prediction_shield,unseen_side_effect,2,80,0.536328,0.012381,0.537802,0.496341,0.011945,0.34063,0.002074,0.095243,0.005408,0.074387,0.005145,0.096497,0.243265,0.08789,0.4467,0.079722,0.09396,0.307509
failure_prediction_shield,unseen_side_effect,3,80,0.543099,0.011896,0.539193,0.50225,0.011242,0.341691,0.001777,0.094255,0.00542,0.075158,0.005467,0.096148,0.243265,0.087786,0.447671,0.078685,0.094625,0.302085
failure_prediction_shield,unseen_side_effect,4,80,0.534896,0.013385,0.538866,0.49585,0.011824,0.340934,0.002074,0.093757,0.005382,0.07507,0.005184,0.096133,0.243265,0.08767,0.44671,0.078161,0.092879,0.303849
failure_prediction_shield,unseen_side_effect,5,80,0.540755,0.012614,0.53868,0.501007,0.011962,0.343412,0.001944,0.093158,0.005436,0.074726,0.005252,0.09746,0.243265,0.087435,0.446602,0.078752,0.093818,0.301221
failure_prediction_shield,unseen_side_effect,6,80,0.546615,0.014505,0.53815,0.504683,0.013257,0.340789,0.002032,0.095478,0.00523,0.073825,0.005245,0.097135,0.243265,0.088514,0.447048,0.078668,0.093701,0.292108
failure_prediction_shield,unseen_side_effect,7,80,0.53776,0.011355,0.537847,0.497977,0.010678,0.342318,0.002082,0.094193,0.005125,0.074768,0.005387,0.096075,0.243265,0.088089,0.445374,0.078371,0.094213,0.309159
failure_prediction_shield,unseen_side_effect,8,80,0.548438,0.011312,0.538332,0.505144,0.011078,0.340067,0.002055,0.095795,0.005245,0.075578,0.005424,0.097227,0.243265,0.088423,0.445204,0.079252,0.094001,0.294888
failure_prediction_shield,unseen_side_effect,9,80,0.543229,0.012969,0.538278,0.502141,0.011608,0.341272,0.002075,0.094564,0.005093,0.074575,0.005166,0.09654,0.243265,0.08791,0.445593,0.078704,0.093471,0.29991
failure_prediction_shield,human_preference_shift,0,80,0.533724,0.012499,0.533179,0.486762,0.011894,0.343805,0.002267,0.095716,0.0057,0.067638,0.004725,0.113769,0.246176,0.096234,0.443931,0.084334,0.151247,0.319657
failure_prediction_shield,human_preference_shift,1,80,0.546224,0.012727,0.532361,0.496631,0.012211,0.344159,0.001907,0.095408,0.005527,0.06831,0.004511,0.113978,0.246176,0.096814,0.443871,0.083883,0.151681,0.301966
failure_prediction_shield,human_preference_shift,2,80,0.542448,0.011181,0.532757,0.493982,0.010575,0.345921,0.002258,0.096474,0.005803,0.068463,0.004752,0.113605,0.246176,0.095118,0.444734,0.083494,0.151691,0.305522
failure_prediction_shield,human_preference_shift,3,80,0.530078,0.010878,0.532368,0.483619,0.010708,0.343421,0.001999,0.095964,0.005633,0.068473,0.004493,0.113803,0.246176,0.095563,0.44436,0.084716,0.150905,0.31227
failure_prediction_shield,human_preference_shift,4,80,0.535286,0.011955,0.533688,0.488016,0.01168,0.343262,0.002113,0.095836,0.00566,0.068138,0.004476,0.11382,0.246176,0.095488,0.445053,0.084368,0.150825,0.317256
failure_prediction_shield,human_preference_shift,5,80,0.535937,0.011718,0.532273,0.487583,0.011448,0.341476,0.002028,0.097017,0.005625,0.068607,0.004631,0.113983,0.246176,0.096198,0.444615,0.083796,0.15097,0.3207
failure_prediction_shield,human_preference_shift,6,80,0.53763,0.012725,0.533109,0.489324,0.012054,0.34423,0.001978,0.096718,0.005685,0.068575,0.004689,0.113847,0.246176,0.096367,0.443753,0.084139,0.151769,0.313943
