method,split,seed,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss,regret_to_oracle
reward_model_rlhf_surrogate,combined_stress,2,80,0.486719,0.015146,0.490839,0.397658,0.015296,0.252332,0.002219,0.142058,0.008423,0.1034,0.007952,0.10827,0.206734,0.111297,0.390501,0.147011,0.15637,0.388051
reward_model_rlhf_surrogate,combined_stress,3,80,0.497656,0.014062,0.492632,0.406862,0.015023,0.251079,0.002159,0.140069,0.00824,0.103054,0.008246,0.108211,0.206734,0.111292,0.390316,0.146772,0.156654,0.378483
reward_model_rlhf_surrogate,combined_stress,4,80,0.488932,0.011482,0.489999,0.399238,0.012192,0.251774,0.002175,0.142517,0.008238,0.10273,0.008161,0.107949,0.206734,0.11151,0.389642,0.147897,0.155801,0.379863
reward_model_rlhf_surrogate,combined_stress,5,80,0.491797,0.012669,0.490704,0.40214,0.013358,0.253216,0.001784,0.141389,0.008166,0.103229,0.007959,0.108311,0.206734,0.110622,0.390127,0.147339,0.15651,0.383635
reward_model_rlhf_surrogate,combined_stress,6,80,0.497786,0.013632,0.490082,0.407055,0.014333,0.253487,0.002082,0.140271,0.008512,0.103842,0.008064,0.108357,0.206734,0.111024,0.389696,0.147431,0.156403,0.374324
reward_model_rlhf_surrogate,combined_stress,7,80,0.493099,0.01333,0.490284,0.403062,0.014327,0.251048,0.002073,0.140561,0.008254,0.103136,0.00794,0.107634,0.206734,0.111403,0.390138,0.147608,0.155881,0.39096
reward_model_rlhf_surrogate,combined_stress,8,80,0.500651,0.01061,0.488824,0.408937,0.012205,0.250603,0.002018,0.140377,0.008352,0.103874,0.008172,0.108808,0.206734,0.110731,0.39022,0.147443,0.155311,0.378485
reward_model_rlhf_surrogate,combined_stress,9,80,0.48125,0.014021,0.489867,0.393319,0.014783,0.251474,0.002365,0.141234,0.008282,0.10338,0.008,0.10869,0.206734,0.111206,0.39057,0.147707,0.156169,0.388989
uncertainty_query_preference_learner,nominal,0,80,0.594401,0.012324,0.597238,0.573783,0.010968,0.392612,0.002041,0.070215,0.003587,0.05747,0.003558,0.069105,0.317301,0.073374,0.491288,0.056054,0.063213,0.281806
uncertainty_query_preference_learner,nominal,1,80,0.597266,0.010944,0.596971,0.576244,0.009627,0.391497,0.001966,0.06978,0.003731,0.056754,0.003433,0.069559,0.317301,0.072919,0.490919,0.055615,0.062823,0.277585
uncertainty_query_preference_learner,nominal,2,80,0.592057,0.01171,0.597252,0.57158,0.010308,0.390476,0.00215,0.070284,0.003771,0.057152,0.00341,0.070162,0.317301,0.073242,0.491866,0.055617,0.063343,0.285272
uncertainty_query_preference_learner,nominal,3,80,0.597005,0.011671,0.596921,0.575841,0.010432,0.392548,0.002294,0.070954,0.003893,0.05775,0.00348,0.068904,0.317301,0.073063,0.491557,0.054754,0.062468,0.282216
uncertainty_query_preference_learner,nominal,4,80,0.602995,0.010489,0.598316,0.580703,0.009246,0.393403,0.002278,0.071007,0.003686,0.057528,0.003583,0.068807,0.317301,0.072781,0.491292,0.056289,0.062565,0.277
uncertainty_query_preference_learner,nominal,5,80,0.595443,0.010428,0.596927,0.574077,0.008876,0.390125,0.002301,0.070502,0.003865,0.057484,0.003458,0.069038,0.317301,0.073701,0.49071,0.055621,0.062384,0.280039
uncertainty_query_preference_learner,nominal,6,80,0.600911,0.010605,0.598468,0.578311,0.009452,0.390274,0.002413,0.070996,0.003638,0.057651,0.003486,0.069808,0.317301,0.073225,0.491569,0.056319,0.062365,0.263212
uncertainty_query_preference_learner,nominal,7,80,0.6125,0.012184,0.59748,0.587777,0.010518,0.391593,0.002314,0.070904,0.003653,0.057763,0.003544,0.070005,0.317301,0.072933,0.490569,0.055943,0.062187,0.269592
uncertainty_query_preference_learner,nominal,8,80,0.598177,0.012224,0.598103,0.57739,0.010565,0.392084,0.002405,0.068989,0.003737,0.056826,0.003639,0.068885,0.317301,0.073391,0.491637,0.055414,0.063086,0.277534
uncertainty_query_preference_learner,nominal,9,80,0.599349,0.01326,0.597433,0.577506,0.01182,0.39286,0.002224,0.070718,0.003665,0.057655,0.003421,0.069733,0.317301,0.073034,0.490847,0.056019,0.063302,0.2724
uncertainty_query_preference_learner,seen_shift,0,80,0.556641,0.0132,0.567666,0.528292,0.01197,0.378549,0.002033,0.085031,0.004866,0.066653,0.004453,0.077367,0.326203,0.080205,0.485152,0.066942,0.076573,0.295716
uncertainty_query_preference_learner,seen_shift,1,80,0.574089,0.012508,0.567472,0.542721,0.011288,0.38003,0.001975,0.084208,0.004772,0.066647,0.004374,0.078191,0.326203,0.07972,0.484976,0.06663,0.077063,0.295941
uncertainty_query_preference_learner,seen_shift,2,80,0.568359,0.012544,0.568301,0.538453,0.011675,0.378134,0.002204,0.083457,0.004623,0.065835,0.004476,0.07705,0.326203,0.079623,0.485359,0.066742,0.076577,0.295354
uncertainty_query_preference_learner,seen_shift,3,80,0.570052,0.013916,0.569959,0.539212,0.012809,0.376291,0.002445,0.084044,0.004681,0.066014,0.004284,0.077124,0.326203,0.080197,0.485978,0.066894,0.076542,0.289802
uncertainty_query_preference_learner,seen_shift,4,80,0.571875,0.012087,0.568372,0.540898,0.011328,0.377484,0.002184,0.083574,0.004657,0.066406,0.004528,0.077426,0.326203,0.080056,0.485057,0.066815,0.075733,0.289948
uncertainty_query_preference_learner,seen_shift,5,80,0.567708,0.012545,0.568537,0.537909,0.011293,0.378907,0.002002,0.083823,0.00484,0.065555,0.004489,0.077784,0.326203,0.080572,0.485479,0.066935,0.075699,0.297428
uncertainty_query_preference_learner,seen_shift,6,80,0.563411,0.01279,0.568409,0.534332,0.011907,0.378959,0.00213,0.083303,0.004972,0.067091,0.004482,0.07726,0.326203,0.079441,0.485232,0.067015,0.076517,0.299571
uncertainty_query_preference_learner,seen_shift,7,80,0.570312,0.012174,0.568154,0.539459,0.010765,0.37652,0.002409,0.084294,0.004726,0.065595,0.004352,0.07726,0.326203,0.079988,0.4852,0.066213,0.076744,0.293641
uncertainty_query_preference_learner,seen_shift,8,80,0.564323,0.012406,0.568243,0.534796,0.011423,0.378338,0.002364,0.083791,0.004877,0.0662,0.004569,0.077935,0.326203,0.080545,0.485232,0.067396,0.076248,0.300427
uncertainty_query_preference_learner,seen_shift,9,80,0.575391,0.01385,0.568697,0.543351,0.012366,0.376402,0.002345,0.084324,0.004899,0.066796,0.00435,0.07699,0.326203,0.07982,0.485981,0.066324,0.076309,0.290623
uncertainty_query_preference_learner,unseen_object,0,80,0.541536,0.012828,0.549337,0.504513,0.012186,0.369131,0.002262,0.101299,0.005939,0.070929,0.004814,0.082988,0.332208,0.084802,0.480777,0.074224,0.084935,0.315633
uncertainty_query_preference_learner,unseen_object,1,80,0.551302,0.012056,0.549759,0.513115,0.011679,0.370315,0.002141,0.099926,0.006041,0.070185,0.004701,0.083189,0.332208,0.084779,0.480682,0.074906,0.084558,0.305603
uncertainty_query_preference_learner,unseen_object,2,80,0.554427,0.011769,0.551096,0.514906,0.011283,0.369425,0.002172,0.100933,0.005948,0.070851,0.004606,0.082516,0.332208,0.085225,0.480242,0.074343,0.085164,0.30181
uncertainty_query_preference_learner,unseen_object,3,80,0.548307,0.011629,0.550195,0.510805,0.01096,0.371103,0.002167,0.099981,0.005877,0.071038,0.004804,0.082134,0.332208,0.084007,0.480288,0.074582,0.084748,0.311652
uncertainty_query_preference_learner,unseen_object,4,80,0.547005,0.012887,0.549952,0.508687,0.01209,0.370708,0.001947,0.102217,0.006181,0.071163,0.004805,0.082748,0.332208,0.085438,0.480317,0.07434,0.085095,0.31258
uncertainty_query_preference_learner,unseen_object,5,80,0.554036,0.011991,0.550147,0.515164,0.010948,0.372167,0.002384,0.100769,0.006128,0.070895,0.004694,0.08302,0.332208,0.084672,0.480284,0.074619,0.084981,0.303363
uncertainty_query_preference_learner,unseen_object,6,80,0.548568,0.011645,0.548692,0.509513,0.011468,0.368947,0.001881,0.102112,0.005868,0.071104,0.004842,0.082826,0.332208,0.085283,0.478961,0.074576,0.084856,0.309897
uncertainty_query_preference_learner,unseen_object,7,80,0.549349,0.012315,0.548242,0.510831,0.011922,0.371196,0.002035,0.101115,0.006099,0.071565,0.004814,0.083077,0.332208,0.085816,0.480719,0.073907,0.085649,0.311378
uncertainty_query_preference_learner,unseen_object,8,80,0.545052,0.011829,0.550073,0.50806,0.011459,0.371275,0.002091,0.101319,0.005932,0.070481,0.004989,0.082427,0.332208,0.084414,0.481478,0.074084,0.084795,0.309906
uncertainty_query_preference_learner,unseen_object,9,80,0.551823,0.010558,0.54875,0.513659,0.009788,0.372022,0.002081,0.100559,0.006021,0.071031,0.004807,0.082933,0.332208,0.084445,0.482019,0.074001,0.085403,0.306562
uncertainty_query_preference_learner,unseen_side_effect,0,80,0.537109,0.011852,0.531972,0.490899,0.011896,0.346468,0.002155,0.100218,0.005986,0.085353,0.006276,0.085342,0.336346,0.088351,0.479,0.081587,0.089031,0.31228
uncertainty_query_preference_learner,unseen_side_effect,1,80,0.529818,0.013481,0.53203,0.484648,0.013459,0.348304,0.002054,0.101022,0.005762,0.085589,0.00622,0.086721,0.336346,0.08849,0.476736,0.081455,0.089253,0.325593
uncertainty_query_preference_learner,unseen_side_effect,2,80,0.529687,0.012376,0.532522,0.484414,0.012728,0.34753,0.002324,0.100818,0.005783,0.086122,0.006202,0.086336,0.336346,0.088429,0.477906,0.081598,0.090098,0.319436
uncertainty_query_preference_learner,unseen_side_effect,3,80,0.528906,0.01237,0.532624,0.483637,0.011694,0.347225,0.002235,0.101806,0.005994,0.085881,0.006356,0.085862,0.336346,0.087953,0.477443,0.081672,0.089185,0.320699
uncertainty_query_preference_learner,unseen_side_effect,4,80,0.529427,0.01258,0.531603,0.483933,0.011979,0.34655,0.002123,0.100878,0.00563,0.086524,0.006257,0.08588,0.336346,0.088677,0.47813,0.082159,0.089653,0.315766
uncertainty_query_preference_learner,unseen_side_effect,5,80,0.53724,0.012988,0.532033,0.490347,0.013026,0.345827,0.001941,0.10015,0.005917,0.085651,0.006406,0.086647,0.336346,0.088477,0.477702,0.082642,0.08978,0.311881
uncertainty_query_preference_learner,unseen_side_effect,6,80,0.527083,0.011425,0.531084,0.482706,0.011405,0.347507,0.002007,0.100586,0.005735,0.085577,0.006236,0.085139,0.336346,0.088113,0.477126,0.081404,0.089408,0.314084
uncertainty_query_preference_learner,unseen_side_effect,7,80,0.532292,0.01118,0.532617,0.487016,0.010872,0.34863,0.002109,0.100809,0.005635,0.085552,0.00618,0.085746,0.336346,0.087849,0.477744,0.081831,0.089526,0.32012
uncertainty_query_preference_learner,unseen_side_effect,8,80,0.530729,0.012401,0.531644,0.485431,0.011592,0.348544,0.002232,0.100777,0.005803,0.085791,0.006322,0.086362,0.336346,0.088264,0.476554,0.082014,0.08935,0.314601
uncertainty_query_preference_learner,unseen_side_effect,9,80,0.536068,0.012846,0.532907,0.49002,0.012997,0.347987,0.001964,0.100338,0.005879,0.085477,0.006386,0.08511,0.336346,0.088152,0.477066,0.08158,0.089818,0.312032
uncertainty_query_preference_learner,human_preference_shift,0,80,0.504948,0.011633,0.527894,0.457962,0.01182,0.349763,0.002177,0.101425,0.006066,0.077597,0.005435,0.102096,0.343642,0.095319,0.476237,0.087349,0.141758,0.348456
uncertainty_query_preference_learner,human_preference_shift,1,80,0.53737,0.011967,0.526775,0.484322,0.01168,0.352367,0.002225,0.101419,0.006102,0.077914,0.005339,0.102197,0.343642,0.095751,0.476564,0.087024,0.141495,0.314274
uncertainty_query_preference_learner,human_preference_shift,2,80,0.534245,0.013306,0.527993,0.48188,0.012775,0.350493,0.002359,0.10093,0.005978,0.077242,0.005583,0.101841,0.343642,0.095747,0.476427,0.087103,0.140892,0.317624
uncertainty_query_preference_learner,human_preference_shift,3,80,0.527083,0.012793,0.527436,0.476631,0.012425,0.352804,0.002099,0.100053,0.006162,0.077693,0.005477,0.102333,0.343642,0.095316,0.47689,0.087392,0.142278,0.319258
uncertainty_query_preference_learner,human_preference_shift,4,80,0.529818,0.010985,0.526686,0.477943,0.011098,0.349538,0.002071,0.101151,0.006115,0.077998,0.005576,0.102019,0.343642,0.095184,0.477065,0.086646,0.142174,0.327329
uncertainty_query_preference_learner,human_preference_shift,5,80,0.524609,0.010603,0.528106,0.474314,0.010019,0.350472,0.001975,0.100616,0.005871,0.077051,0.005526,0.101762,0.343642,0.095498,0.47632,0.086859,0.14143,0.333969
uncertainty_query_preference_learner,human_preference_shift,6,80,0.529297,0.013086,0.526204,0.478222,0.012618,0.351095,0.001923,0.100653,0.005963,0.077144,0.005635,0.101878,0.343642,0.095183,0.476604,0.086787,0.141379,0.325045
uncertainty_query_preference_learner,human_preference_shift,7,80,0.528646,0.012458,0.52741,0.477058,0.011808,0.351368,0.001805,0.102405,0.005902,0.077426,0.005386,0.102638,0.343642,0.09567,0.477096,0.086987,0.141058,0.327403
uncertainty_query_preference_learner,human_preference_shift,8,80,0.530729,0.01408,0.526599,0.479093,0.013388,0.35038,0.002157,0.101253,0.006027,0.077026,0.005468,0.102177,0.343642,0.095638,0.477151,0.086476,0.141235,0.333006
uncertainty_query_preference_learner,human_preference_shift,9,80,0.525391,0.011796,0.526287,0.47467,0.011601,0.349128,0.002217,0.100746,0.005808,0.077269,0.00555,0.101373,0.343642,0.094696,0.475657,0.087413,0.140914,0.331491
uncertainty_query_preference_learner,delayed_effects,0,80,0.525911,0.014034,0.52282,0.472928,0.013733,0.352097,0.002212,0.107119,0.006236,0.084815,0.006431,0.09028,0.3407,0.094283,0.476432,0.135656,0.10051,0.320583
uncertainty_query_preference_learner,delayed_effects,1,80,0.534635,0.011868,0.523718,0.479672,0.011496,0.354417,0.002136,0.107423,0.006127,0.085987,0.006279,0.090745,0.3407,0.095055,0.475088,0.135211,0.100316,0.31638
uncertainty_query_preference_learner,delayed_effects,2,80,0.518359,0.013721,0.523,0.467164,0.013163,0.352679,0.002035,0.106244,0.006074,0.085096,0.006294,0.090768,0.3407,0.094865,0.476497,0.135102,0.100023,0.329705
uncertainty_query_preference_learner,delayed_effects,3,80,0.523568,0.012422,0.523502,0.471472,0.012519,0.353687,0.002191,0.106079,0.006346,0.085854,0.006437,0.091128,0.3407,0.093796,0.476208,0.135146,0.099721,0.32642
uncertainty_query_preference_learner,delayed_effects,4,80,0.513672,0.013842,0.52287,0.463098,0.013567,0.352243,0.002461,0.10637,0.00608,0.085453,0.006392,0.090986,0.3407,0.09471,0.476389,0.135473,0.100559,0.331033
uncertainty_query_preference_learner,delayed_effects,5,80,0.523698,0.010998,0.522511,0.471789,0.011456,0.355034,0.002146,0.106425,0.006028,0.085063,0.006333,0.090982,0.3407,0.093456,0.475218,0.135109,0.100598,0.332026
uncertainty_query_preference_learner,delayed_effects,6,80,0.525651,0.012581,0.524484,0.473434,0.012435,0.355017,0.002463,0.106104,0.006117,0.085271,0.006445,0.091007,0.3407,0.093355,0.475101,0.135098,0.100166,0.318065
uncertainty_query_preference_learner,delayed_effects,7,80,0.525521,0.012257,0.522474,0.472709,0.012392,0.352663,0.00221,0.106568,0.006096,0.08527,0.006227,0.090771,0.3407,0.094225,0.475569,0.135479,0.099816,0.326729
uncertainty_query_preference_learner,delayed_effects,8,80,0.521224,0.012874,0.521044,0.469593,0.012226,0.355205,0.002146,0.106754,0.006284,0.084962,0.006301,0.091497,0.3407,0.093921,0.475335,0.135818,0.100631,0.333178
uncertainty_query_preference_learner,delayed_effects,9,80,0.515495,0.012861,0.521058,0.465362,0.012886,0.355251,0.002128,0.106863,0.006245,0.084663,0.006284,0.090757,0.3407,0.093337,0.475412,0.135615,0.099529,0.33036
uncertainty_query_preference_learner,latent_damage_shift,0,80,0.519141,0.013087,0.514546,0.463455,0.013433,0.34409,0.002209,0.110681,0.006276,0.087888,0.006503,0.093688,0.343395,0.095387,0.474661,0.124304,0.107709,0.320927
uncertainty_query_preference_learner,latent_damage_shift,1,80,0.513411,0.012713,0.514728,0.459158,0.012074,0.347334,0.002132,0.110336,0.006379,0.088041,0.006501,0.093828,0.343395,0.096019,0.472647,0.12518,0.107253,0.336556
uncertainty_query_preference_learner,latent_damage_shift,2,80,0.515234,0.013854,0.51382,0.460109,0.013593,0.345351,0.002141,0.110831,0.006483,0.088103,0.006478,0.094214,0.343395,0.096128,0.47371,0.125262,0.107607,0.333514
uncertainty_query_preference_learner,latent_damage_shift,3,80,0.509635,0.012998,0.514296,0.456097,0.013274,0.34637,0.002367,0.110873,0.006446,0.08824,0.006585,0.093838,0.343395,0.096844,0.47585,0.123991,0.107411,0.340024
uncertainty_query_preference_learner,latent_damage_shift,4,80,0.514974,0.013511,0.513425,0.460383,0.013739,0.347114,0.001754,0.111031,0.006482,0.087874,0.006585,0.093953,0.343395,0.095332,0.47341,0.123807,0.108381,0.324201
uncertainty_query_preference_learner,latent_damage_shift,5,80,0.503516,0.013399,0.513082,0.450996,0.013428,0.346052,0.002087,0.11126,0.006607,0.088061,0.006638,0.093891,0.343395,0.095708,0.473752,0.12427,0.106945,0.343344
uncertainty_query_preference_learner,latent_damage_shift,6,80,0.503255,0.013723,0.512367,0.450255,0.013668,0.346089,0.002293,0.111839,0.006586,0.088226,0.006556,0.094548,0.343395,0.096551,0.473229,0.124246,0.107609,0.348386
uncertainty_query_preference_learner,latent_damage_shift,7,80,0.509896,0.012364,0.513839,0.456244,0.012521,0.347301,0.002154,0.111014,0.006399,0.088329,0.0064,0.093589,0.343395,0.095614,0.473533,0.124295,0.108037,0.338651
uncertainty_query_preference_learner,latent_damage_shift,8,80,0.514974,0.012937,0.514865,0.459684,0.012922,0.343565,0.002335,0.111202,0.00633,0.087135,0.006513,0.094384,0.343395,0.095846,0.473047,0.124812,0.107711,0.328559
uncertainty_query_preference_learner,latent_damage_shift,9,80,0.508724,0.012054,0.515102,0.455274,0.011819,0.346101,0.0023,0.110098,0.006269,0.088995,0.006704,0.094099,0.343395,0.095469,0.474027,0.124363,0.107413,0.334963
uncertainty_query_preference_learner,combined_stress,0,80,0.490495,0.012323,0.500952,0.429047,0.012587,0.336425,0.002031,0.119375,0.006767,0.091571,0.007025,0.104524,0.349837,0.102269,0.470994,0.129619,0.135854,0.348636
uncertainty_query_preference_learner,combined_stress,1,80,0.50013,0.010789,0.500708,0.436861,0.011,0.33786,0.002356,0.119868,0.007161,0.090997,0.006975,0.104528,0.349837,0.101917,0.469361,0.129166,0.136391,0.351741
uncertainty_query_preference_learner,combined_stress,2,80,0.497005,0.012498,0.500932,0.434573,0.013021,0.338101,0.002338,0.119956,0.00725,0.09102,0.006856,0.103715,0.349837,0.101848,0.469857,0.129256,0.13584,0.351136
uncertainty_query_preference_learner,combined_stress,3,80,0.502865,0.011897,0.502957,0.438406,0.012146,0.33585,0.002194,0.12001,0.007145,0.091749,0.006973,0.103826,0.349837,0.102559,0.469385,0.130272,0.135522,0.346939
uncertainty_query_preference_learner,combined_stress,4,80,0.507161,0.013098,0.500258,0.441573,0.013374,0.334716,0.002198,0.119862,0.007278,0.092098,0.006918,0.104816,0.349837,0.102106,0.469938,0.129639,0.136496,0.337528
uncertainty_query_preference_learner,combined_stress,5,80,0.508594,0.013481,0.498975,0.444109,0.014465,0.336861,0.00195,0.119051,0.007024,0.090874,0.006921,0.104626,0.349837,0.101383,0.471822,0.128947,0.136428,0.341665
uncertainty_query_preference_learner,combined_stress,6,80,0.497005,0.01296,0.500483,0.434263,0.013338,0.337228,0.001736,0.119258,0.007207,0.091607,0.006887,0.104259,0.349837,0.101532,0.469862,0.130886,0.136351,0.347115
uncertainty_query_preference_learner,combined_stress,7,80,0.503776,0.01278,0.500888,0.43971,0.012401,0.336728,0.002248,0.119166,0.007104,0.091474,0.006831,0.103755,0.349837,0.102125,0.469817,0.130083,0.13612,0.354311
uncertainty_query_preference_learner,combined_stress,8,80,0.500781,0.012417,0.500357,0.436982,0.013184,0.335992,0.002336,0.120151,0.007328,0.09123,0.006884,0.104312,0.349837,0.101863,0.470388,0.129881,0.136326,0.350439
uncertainty_query_preference_learner,combined_stress,9,80,0.497135,0.01141,0.501038,0.434419,0.011449,0.336964,0.002199,0.119252,0.007124,0.091621,0.006895,0.104277,0.349837,0.101538,0.469489,0.129591,0.136023,0.347889
constraint_aware_planner,nominal,0,80,0.603125,0.010561,0.602888,0.58969,0.009547,0.397494,0.002358,0.062483,0.003203,0.047162,0.002445,0.08551,0.246605,0.071649,0.476272,0.055074,0.063141,0.2659
constraint_aware_planner,nominal,1,80,0.61237,0.011157,0.604244,0.596973,0.009491,0.39978,0.002128,0.063968,0.003199,0.04697,0.002735,0.085459,0.246605,0.073026,0.477556,0.054763,0.064328,0.256857
constraint_aware_planner,nominal,2,80,0.602865,0.01186,0.603478,0.589773,0.010183,0.40044,0.002389,0.063217,0.003419,0.046842,0.00252,0.084828,0.246605,0.072734,0.476825,0.055388,0.06381,0.267079
constraint_aware_planner,nominal,3,80,0.602734,0.01131,0.603295,0.589636,0.009813,0.40068,0.002383,0.063764,0.003251,0.047252,0.002672,0.084113,0.246605,0.07219,0.476301,0.054652,0.063351,0.268421
constraint_aware_planner,nominal,4,80,0.609635,0.010768,0.604534,0.594708,0.009239,0.399493,0.002325,0.063743,0.003238,0.047679,0.002647,0.085234,0.246605,0.072082,0.477022,0.055166,0.063963,0.262995
constraint_aware_planner,nominal,5,80,0.605469,0.010396,0.603535,0.591559,0.009028,0.398292,0.002038,0.063581,0.002998,0.046785,0.002569,0.085,0.246605,0.072477,0.477023,0.054531,0.06302,0.262557
constraint_aware_planner,nominal,6,80,0.597917,0.011298,0.602901,0.5855,0.009677,0.399884,0.002371,0.063521,0.002968,0.047534,0.00249,0.084785,0.246605,0.071727,0.476093,0.055133,0.063976,0.256023
constraint_aware_planner,nominal,7,80,0.603906,0.010944,0.602458,0.590336,0.009322,0.400075,0.002098,0.064057,0.00344,0.047045,0.002628,0.084908,0.246605,0.072651,0.477518,0.054993,0.06391,0.267033
constraint_aware_planner,nominal,8,80,0.608594,0.012164,0.604448,0.59455,0.010407,0.40013,0.002119,0.063556,0.003057,0.046945,0.002654,0.085115,0.246605,0.071778,0.477706,0.054839,0.062577,0.260373
constraint_aware_planner,nominal,9,80,0.603255,0.011225,0.601599,0.590078,0.009587,0.399162,0.002194,0.063005,0.003357,0.047205,0.002433,0.0852,0.246605,0.072037,0.47674,0.053807,0.063137,0.259829
constraint_aware_planner,seen_shift,0,80,0.581771,0.012754,0.575696,0.559422,0.01106,0.385476,0.001925,0.074945,0.003899,0.053422,0.00325,0.09422,0.2545,0.078018,0.472514,0.065606,0.078568,0.264586
constraint_aware_planner,seen_shift,1,80,0.581771,0.011136,0.576219,0.559582,0.009839,0.386043,0.002054,0.074808,0.003927,0.053753,0.003227,0.093527,0.2545,0.078058,0.472468,0.065566,0.078217,0.27908
constraint_aware_planner,seen_shift,2,80,0.571745,0.01304,0.574243,0.551469,0.011447,0.384556,0.002561,0.073848,0.004006,0.054176,0.003272,0.093766,0.2545,0.078352,0.4727,0.065258,0.078122,0.282337
constraint_aware_planner,seen_shift,3,80,0.569792,0.01066,0.575524,0.549966,0.009537,0.384494,0.002063,0.074916,0.004027,0.053396,0.003186,0.092876,0.2545,0.078443,0.472789,0.064974,0.077343,0.279048
constraint_aware_planner,seen_shift,4,80,0.584375,0.012153,0.575945,0.561912,0.010513,0.385034,0.00207,0.074259,0.004116,0.053594,0.003244,0.093565,0.2545,0.077497,0.472209,0.064634,0.077281,0.268934
constraint_aware_planner,seen_shift,5,80,0.572005,0.011887,0.574854,0.551244,0.010936,0.38456,0.001908,0.074873,0.003938,0.054483,0.003358,0.09373,0.2545,0.078905,0.47218,0.064894,0.077427,0.284092
constraint_aware_planner,seen_shift,6,80,0.56224,0.01198,0.575799,0.543699,0.010803,0.384771,0.002009,0.074641,0.004229,0.054923,0.003147,0.093405,0.2545,0.078177,0.473292,0.065886,0.076515,0.290203
constraint_aware_planner,seen_shift,7,80,0.566927,0.011299,0.574305,0.547235,0.00995,0.384313,0.002168,0.074641,0.003999,0.054742,0.003173,0.093405,0.2545,0.077971,0.471884,0.065064,0.077635,0.285865
constraint_aware_planner,seen_shift,8,80,0.581901,0.013314,0.576157,0.559376,0.011786,0.383637,0.002012,0.074654,0.003911,0.054287,0.003131,0.09377,0.2545,0.078113,0.473235,0.064653,0.077338,0.275848
constraint_aware_planner,seen_shift,9,80,0.574479,0.011463,0.575447,0.553241,0.010319,0.38378,0.002064,0.074483,0.004078,0.054263,0.003188,0.093406,0.2545,0.078054,0.472104,0.065488,0.078523,0.280733
constraint_aware_planner,unseen_object,0,80,0.549089,0.011254,0.558128,0.522516,0.009857,0.376893,0.002385,0.089763,0.005226,0.056878,0.003211,0.099401,0.259784,0.082353,0.467711,0.072484,0.087095,0.29763
constraint_aware_planner,unseen_object,1,80,0.557552,0.012487,0.556359,0.52965,0.011324,0.375437,0.002025,0.088593,0.005329,0.056652,0.00337,0.098842,0.259784,0.082854,0.469407,0.072334,0.087044,0.289068
constraint_aware_planner,unseen_object,2,80,0.55026,0.01149,0.557401,0.52403,0.010638,0.377157,0.002129,0.08895,0.005056,0.056317,0.003418,0.09878,0.259784,0.081939,0.468564,0.072694,0.087906,0.292686
constraint_aware_planner,unseen_object,3,80,0.556771,0.012111,0.558376,0.528391,0.010939,0.377439,0.00185,0.089474,0.00531,0.057752,0.003537,0.099474,0.259784,0.083225,0.466974,0.07203,0.087607,0.294066
constraint_aware_planner,unseen_object,4,80,0.560677,0.011432,0.557629,0.531708,0.010522,0.376103,0.002008,0.089199,0.005203,0.056872,0.003513,0.099235,0.259784,0.082784,0.467578,0.072071,0.087966,0.289559
constraint_aware_planner,unseen_object,5,80,0.5625,0.012407,0.55911,0.533266,0.011048,0.377413,0.002101,0.090359,0.005152,0.057168,0.003464,0.098574,0.259784,0.082,0.468416,0.072378,0.087549,0.285261
constraint_aware_planner,unseen_object,6,80,0.561719,0.011228,0.556774,0.532976,0.009947,0.376613,0.001865,0.088978,0.005301,0.056789,0.003486,0.099191,0.259784,0.082115,0.468305,0.072376,0.087064,0.286435
constraint_aware_planner,unseen_object,7,80,0.557031,0.010974,0.558081,0.528827,0.009897,0.376664,0.002012,0.090147,0.005078,0.056906,0.003286,0.099025,0.259784,0.082689,0.468738,0.072083,0.087356,0.293382
constraint_aware_planner,unseen_object,8,80,0.564714,0.013154,0.556574,0.535016,0.012359,0.377557,0.001796,0.088869,0.005359,0.058239,0.003565,0.099151,0.259784,0.082397,0.467509,0.072213,0.087701,0.282951
constraint_aware_planner,unseen_object,9,80,0.557552,0.011416,0.557806,0.529525,0.010399,0.377315,0.002398,0.090014,0.005018,0.056734,0.003516,0.098116,0.259784,0.083196,0.468853,0.07165,0.087376,0.290696
constraint_aware_planner,unseen_side_effect,0,80,0.535547,0.013694,0.540108,0.503388,0.012525,0.355219,0.002194,0.087354,0.004863,0.066886,0.004615,0.102453,0.263635,0.085246,0.465385,0.079115,0.091511,0.299791
constraint_aware_planner,unseen_side_effect,1,80,0.528646,0.011379,0.541894,0.4982,0.010233,0.356255,0.002141,0.087284,0.004914,0.066513,0.004486,0.102543,0.263635,0.08515,0.466642,0.079317,0.092676,0.312041
constraint_aware_planner,unseen_side_effect,2,80,0.539714,0.012376,0.540812,0.506589,0.011392,0.354476,0.00199,0.086944,0.004852,0.067336,0.004604,0.102737,0.263635,0.085866,0.466433,0.079333,0.091422,0.297261
constraint_aware_planner,unseen_side_effect,3,80,0.554948,0.0128,0.54185,0.518508,0.011687,0.35343,0.001999,0.088363,0.004805,0.066119,0.004379,0.102027,0.263635,0.085031,0.466376,0.080278,0.092011,0.285828
