ablation,task,regime,seed,episodes,success,success_probability,utility,side_effect_recall,side_effect_violation,damage_rate,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss
minus_benign_change_calibration,shared_workspace_fetch,force_damage,8,96,0.635417,0.59377,0.655225,0.55046,0.057437,0.044239,0.145695,0.202858,0.073326,0.607464,0.06389,0.094043
minus_benign_change_calibration,shared_workspace_fetch,force_damage,9,96,0.489583,0.584082,0.537829,0.552724,0.059287,0.050922,0.147785,0.202858,0.069322,0.612079,0.066502,0.088756
minus_benign_change_calibration,shared_workspace_fetch,object_displacement,0,96,0.604167,0.587529,0.631142,0.539033,0.057903,0.03633,0.141832,0.202331,0.074174,0.611557,0.061047,0.094022
minus_benign_change_calibration,shared_workspace_fetch,object_displacement,1,96,0.46875,0.58182,0.526647,0.567987,0.062211,0.037982,0.149751,0.202331,0.072621,0.616645,0.064081,0.088736
minus_benign_change_calibration,shared_workspace_fetch,object_displacement,2,96,0.59375,0.588133,0.62091,0.527443,0.053871,0.039265,0.148203,0.202331,0.073697,0.608582,0.05494,0.092209
minus_benign_change_calibration,shared_workspace_fetch,object_displacement,3,96,0.645833,0.614434,0.672698,0.561715,0.053778,0.035491,0.139612,0.202331,0.06825,0.613497,0.054708,0.087544
minus_benign_change_calibration,shared_workspace_fetch,object_displacement,4,96,0.5625,0.596572,0.600411,0.551665,0.054351,0.037134,0.149976,0.202331,0.076447,0.621652,0.0642,0.097751
minus_benign_change_calibration,shared_workspace_fetch,object_displacement,5,96,0.572917,0.59596,0.603112,0.541754,0.066085,0.04407,0.146847,0.202331,0.074741,0.621525,0.058646,0.091532
minus_benign_change_calibration,shared_workspace_fetch,object_displacement,6,96,0.625,0.598297,0.656024,0.55199,0.050601,0.024703,0.156326,0.202331,0.070437,0.618347,0.059661,0.088772
minus_benign_change_calibration,shared_workspace_fetch,object_displacement,7,96,0.489583,0.593065,0.545705,0.555515,0.057784,0.027992,0.141164,0.202331,0.076595,0.617303,0.06091,0.088966
minus_benign_change_calibration,shared_workspace_fetch,object_displacement,8,96,0.708333,0.605034,0.719856,0.572615,0.056915,0.040942,0.148921,0.202331,0.07463,0.619384,0.059046,0.09628
minus_benign_change_calibration,shared_workspace_fetch,object_displacement,9,96,0.552083,0.588899,0.589629,0.53571,0.053591,0.042771,0.14646,0.202331,0.073704,0.622002,0.060985,0.091035
minus_benign_change_calibration,shared_workspace_fetch,clutter_accumulation,0,96,0.625,0.595795,0.648141,0.557003,0.067973,0.036959,0.138281,0.203121,0.081608,0.618916,0.059572,0.093706
minus_benign_change_calibration,shared_workspace_fetch,clutter_accumulation,1,96,0.541667,0.595667,0.574398,0.541672,0.06821,0.043284,0.147208,0.203121,0.076532,0.607989,0.066479,0.097119
minus_benign_change_calibration,shared_workspace_fetch,clutter_accumulation,2,96,0.5625,0.589421,0.590194,0.545624,0.06811,0.04214,0.145769,0.203121,0.086798,0.599095,0.065704,0.093436
minus_benign_change_calibration,shared_workspace_fetch,clutter_accumulation,3,96,0.614583,0.610044,0.644217,0.562671,0.055207,0.03877,0.138924,0.203121,0.077499,0.618035,0.064254,0.094766
minus_benign_change_calibration,shared_workspace_fetch,clutter_accumulation,4,96,0.614583,0.594221,0.640783,0.5574,0.068534,0.035724,0.14798,0.203121,0.073892,0.621638,0.060715,0.089237
minus_benign_change_calibration,shared_workspace_fetch,clutter_accumulation,5,96,0.666667,0.592518,0.677161,0.549061,0.070487,0.037644,0.148312,0.203121,0.083646,0.611688,0.058615,0.091308
minus_benign_change_calibration,shared_workspace_fetch,clutter_accumulation,6,96,0.635417,0.598656,0.661333,0.565282,0.058293,0.037264,0.142373,0.203121,0.076687,0.622157,0.0634,0.092769
minus_benign_change_calibration,shared_workspace_fetch,clutter_accumulation,7,96,0.59375,0.589528,0.629239,0.578538,0.061038,0.036352,0.151279,0.203121,0.071332,0.61446,0.05953,0.09131
minus_benign_change_calibration,shared_workspace_fetch,clutter_accumulation,8,96,0.59375,0.594253,0.621463,0.555427,0.065114,0.038757,0.151227,0.203121,0.081577,0.61726,0.05734,0.098144
minus_benign_change_calibration,shared_workspace_fetch,clutter_accumulation,9,96,0.53125,0.591162,0.579676,0.562319,0.052612,0.03143,0.143957,0.203121,0.078342,0.614745,0.062823,0.091216
minus_benign_change_calibration,shared_workspace_fetch,unstable_placement,0,96,0.614583,0.598741,0.635763,0.564719,0.068761,0.043725,0.14502,0.203384,0.08212,0.607788,0.073593,0.094064
minus_benign_change_calibration,shared_workspace_fetch,unstable_placement,1,96,0.614583,0.585059,0.63343,0.546403,0.059339,0.053931,0.152745,0.203384,0.07749,0.603808,0.057892,0.093481
minus_benign_change_calibration,shared_workspace_fetch,unstable_placement,2,96,0.552083,0.581497,0.586152,0.551647,0.05954,0.047028,0.14474,0.203384,0.078849,0.606422,0.066983,0.095063
minus_benign_change_calibration,shared_workspace_fetch,unstable_placement,3,96,0.739583,0.591959,0.733388,0.543858,0.063277,0.049147,0.147152,0.203384,0.079928,0.612915,0.065757,0.095928
minus_benign_change_calibration,shared_workspace_fetch,unstable_placement,4,96,0.614583,0.588872,0.639022,0.547635,0.057137,0.042936,0.154978,0.203384,0.072009,0.612516,0.054388,0.094847
minus_benign_change_calibration,shared_workspace_fetch,unstable_placement,5,96,0.572917,0.592172,0.604456,0.531856,0.05947,0.038542,0.141501,0.203384,0.074591,0.626205,0.07234,0.093146
minus_benign_change_calibration,shared_workspace_fetch,unstable_placement,6,96,0.625,0.590982,0.642551,0.549595,0.071224,0.047615,0.143528,0.203384,0.078715,0.618297,0.059046,0.095693
minus_benign_change_calibration,shared_workspace_fetch,unstable_placement,7,96,0.59375,0.586064,0.616237,0.560788,0.070211,0.047905,0.152929,0.203384,0.084316,0.602876,0.061224,0.093617
minus_benign_change_calibration,shared_workspace_fetch,unstable_placement,8,96,0.645833,0.603769,0.665366,0.555313,0.055402,0.047717,0.1407,0.203384,0.077539,0.617025,0.063415,0.092746
minus_benign_change_calibration,shared_workspace_fetch,unstable_placement,9,96,0.479167,0.592752,0.527277,0.543272,0.064995,0.042493,0.148524,0.203384,0.072468,0.613813,0.067455,0.09363
minus_benign_change_calibration,shared_workspace_fetch,irreversible_change,0,96,0.510417,0.575735,0.552941,0.57154,0.064986,0.055174,0.149127,0.203647,0.077493,0.611109,0.068538,0.093493
minus_benign_change_calibration,shared_workspace_fetch,irreversible_change,1,96,0.604167,0.592387,0.62038,0.551151,0.074499,0.055806,0.147728,0.203647,0.081293,0.619555,0.073194,0.102236
minus_benign_change_calibration,shared_workspace_fetch,irreversible_change,2,96,0.541667,0.576251,0.578025,0.557956,0.062176,0.05047,0.14416,0.203647,0.080635,0.61385,0.062648,0.098037
minus_benign_change_calibration,shared_workspace_fetch,irreversible_change,3,96,0.583333,0.587422,0.611704,0.548049,0.055072,0.049265,0.145601,0.203647,0.078552,0.60674,0.059272,0.097422
minus_benign_change_calibration,shared_workspace_fetch,irreversible_change,4,96,0.666667,0.598742,0.6803,0.570095,0.060282,0.054668,0.141285,0.203647,0.078241,0.618918,0.067649,0.100494
minus_benign_change_calibration,shared_workspace_fetch,irreversible_change,5,96,0.541667,0.586218,0.572883,0.563848,0.077595,0.050305,0.146198,0.203647,0.090647,0.615127,0.06854,0.09287
minus_benign_change_calibration,shared_workspace_fetch,irreversible_change,6,96,0.552083,0.583684,0.584063,0.553202,0.065771,0.053754,0.149582,0.203647,0.077601,0.61638,0.063894,0.092879
minus_benign_change_calibration,shared_workspace_fetch,irreversible_change,7,96,0.677083,0.600729,0.68245,0.569567,0.068678,0.054639,0.139366,0.203647,0.084823,0.602317,0.070188,0.105863
minus_benign_change_calibration,shared_workspace_fetch,irreversible_change,8,96,0.552083,0.597463,0.586375,0.5745,0.066596,0.051858,0.143778,0.203647,0.079423,0.599851,0.064234,0.094998
minus_benign_change_calibration,shared_workspace_fetch,irreversible_change,9,96,0.65625,0.583339,0.660864,0.557624,0.075831,0.0558,0.145219,0.203647,0.090911,0.606362,0.070664,0.097349
minus_benign_change_calibration,shared_workspace_fetch,human_workspace_disruption,0,96,0.59375,0.579019,0.614861,0.552262,0.06757,0.047099,0.141274,0.20391,0.08339,0.598651,0.068547,0.103368
minus_benign_change_calibration,shared_workspace_fetch,human_workspace_disruption,1,96,0.645833,0.589411,0.656363,0.556013,0.074394,0.046177,0.138785,0.20391,0.090295,0.60646,0.067784,0.096108
minus_benign_change_calibration,shared_workspace_fetch,human_workspace_disruption,2,96,0.625,0.577236,0.641575,0.540398,0.068617,0.039336,0.148255,0.20391,0.080238,0.609671,0.063303,0.096697
minus_benign_change_calibration,shared_workspace_fetch,human_workspace_disruption,3,96,0.614583,0.603199,0.635953,0.560972,0.075389,0.039851,0.137532,0.20391,0.085412,0.622557,0.065683,0.102523
minus_benign_change_calibration,shared_workspace_fetch,human_workspace_disruption,4,96,0.59375,0.591413,0.615023,0.559769,0.076036,0.043763,0.155402,0.20391,0.087914,0.614094,0.0648,0.098878
minus_benign_change_calibration,shared_workspace_fetch,human_workspace_disruption,5,96,0.666667,0.596772,0.673796,0.560437,0.073983,0.043859,0.139107,0.20391,0.087936,0.603426,0.070372,0.101088
minus_benign_change_calibration,shared_workspace_fetch,human_workspace_disruption,6,96,0.572917,0.583036,0.600243,0.560715,0.074754,0.043458,0.135918,0.20391,0.091001,0.611357,0.066185,0.098091
minus_benign_change_calibration,shared_workspace_fetch,human_workspace_disruption,7,96,0.635417,0.576352,0.64671,0.539603,0.069237,0.043948,0.146646,0.20391,0.085042,0.612737,0.077426,0.0989
minus_benign_change_calibration,shared_workspace_fetch,human_workspace_disruption,8,96,0.65625,0.589003,0.662346,0.570027,0.084794,0.046542,0.152387,0.20391,0.085745,0.604977,0.064314,0.105857
minus_benign_change_calibration,shared_workspace_fetch,human_workspace_disruption,9,96,0.5,0.574745,0.536198,0.563759,0.07954,0.049599,0.14466,0.20391,0.097174,0.605928,0.061453,0.10953
minus_benign_change_calibration,shared_workspace_fetch,latent_material_damage,0,96,0.625,0.577879,0.639704,0.564907,0.066811,0.057923,0.146145,0.204437,0.087431,0.607919,0.078001,0.093305
minus_benign_change_calibration,shared_workspace_fetch,latent_material_damage,1,96,0.572917,0.579938,0.591321,0.559773,0.076259,0.06177,0.1494,0.204437,0.086311,0.60112,0.078105,0.101413
minus_benign_change_calibration,shared_workspace_fetch,latent_material_damage,2,96,0.614583,0.595261,0.624278,0.548389,0.07178,0.060398,0.150027,0.204437,0.089842,0.596465,0.079638,0.089002
minus_benign_change_calibration,shared_workspace_fetch,latent_material_damage,3,96,0.645833,0.585177,0.649085,0.553146,0.074394,0.064633,0.146051,0.204437,0.087496,0.599708,0.073665,0.097172
minus_benign_change_calibration,shared_workspace_fetch,latent_material_damage,4,96,0.677083,0.587772,0.680487,0.559321,0.065351,0.061134,0.144209,0.204437,0.088189,0.608619,0.070016,0.096819
minus_benign_change_calibration,shared_workspace_fetch,latent_material_damage,5,96,0.59375,0.590863,0.615769,0.569534,0.068523,0.062087,0.135372,0.204437,0.081106,0.605359,0.072407,0.097137
minus_benign_change_calibration,shared_workspace_fetch,latent_material_damage,6,96,0.552083,0.585389,0.573463,0.537185,0.073504,0.065698,0.148686,0.204437,0.089046,0.618879,0.078309,0.087662
minus_benign_change_calibration,shared_workspace_fetch,latent_material_damage,7,96,0.5625,0.571889,0.587968,0.55378,0.069587,0.057299,0.148347,0.204437,0.082428,0.619823,0.075954,0.104054
minus_benign_change_calibration,shared_workspace_fetch,latent_material_damage,8,96,0.583333,0.601902,0.604993,0.563907,0.069471,0.0623,0.151138,0.204437,0.087448,0.616424,0.074805,0.093211
minus_benign_change_calibration,shared_workspace_fetch,latent_material_damage,9,96,0.635417,0.592303,0.646165,0.562472,0.069279,0.060252,0.153357,0.204437,0.077926,0.604196,0.075319,0.09758
minus_benign_change_calibration,stacked_container_staging,nominal,0,96,0.614583,0.606834,0.651612,0.538615,0.040697,0.025606,0.142806,0.194435,0.06767,0.624378,0.057696,0.087047
minus_benign_change_calibration,stacked_container_staging,nominal,1,96,0.625,0.613626,0.663598,0.563053,0.037488,0.033398,0.144962,0.194435,0.064009,0.6269,0.057949,0.090756
minus_benign_change_calibration,stacked_container_staging,nominal,2,96,0.59375,0.596575,0.636418,0.553104,0.045859,0.021999,0.149593,0.194435,0.066505,0.62936,0.063738,0.087748
minus_benign_change_calibration,stacked_container_staging,nominal,3,96,0.604167,0.606134,0.644293,0.556497,0.036647,0.032103,0.1397,0.194435,0.073193,0.622775,0.065692,0.091614
minus_benign_change_calibration,stacked_container_staging,nominal,4,96,0.583333,0.606089,0.630175,0.565109,0.042978,0.03196,0.146149,0.194435,0.060986,0.629321,0.055988,0.089968
minus_benign_change_calibration,stacked_container_staging,nominal,5,96,0.5625,0.612943,0.617919,0.569329,0.036759,0.027766,0.14353,0.194435,0.06906,0.633066,0.053132,0.082409
minus_benign_change_calibration,stacked_container_staging,nominal,6,96,0.59375,0.619194,0.640099,0.559818,0.032566,0.028085,0.150151,0.194435,0.063959,0.619872,0.058673,0.084635
minus_benign_change_calibration,stacked_container_staging,nominal,7,96,0.614583,0.617504,0.656677,0.577544,0.035781,0.033837,0.144914,0.194435,0.068521,0.610873,0.052809,0.08661
minus_benign_change_calibration,stacked_container_staging,nominal,8,96,0.572917,0.596185,0.623167,0.565942,0.037276,0.023573,0.157973,0.194435,0.067353,0.615785,0.051101,0.084851
minus_benign_change_calibration,stacked_container_staging,nominal,9,96,0.59375,0.606836,0.635097,0.549819,0.052948,0.022713,0.146766,0.194435,0.059853,0.622207,0.049972,0.087229
minus_benign_change_calibration,stacked_container_staging,force_damage,0,96,0.614583,0.593673,0.641877,0.562439,0.056275,0.047925,0.1479,0.202858,0.075688,0.614991,0.062981,0.081034
minus_benign_change_calibration,stacked_container_staging,force_damage,1,96,0.604167,0.595028,0.629377,0.570399,0.063013,0.053493,0.143317,0.202858,0.076364,0.60829,0.067351,0.093656
minus_benign_change_calibration,stacked_container_staging,force_damage,2,96,0.583333,0.586905,0.612546,0.560515,0.066699,0.052756,0.151534,0.202858,0.070379,0.625553,0.06771,0.087803
minus_benign_change_calibration,stacked_container_staging,force_damage,3,96,0.583333,0.589592,0.609759,0.543229,0.064974,0.053926,0.141174,0.202858,0.0694,0.610496,0.058283,0.088628
minus_benign_change_calibration,stacked_container_staging,force_damage,4,96,0.614583,0.589233,0.642189,0.574154,0.058186,0.055989,0.143561,0.202858,0.070059,0.618662,0.066019,0.086516
minus_benign_change_calibration,stacked_container_staging,force_damage,5,96,0.53125,0.582928,0.575143,0.569738,0.065549,0.044445,0.145424,0.202858,0.074267,0.619502,0.065942,0.083047
minus_benign_change_calibration,stacked_container_staging,force_damage,6,96,0.614583,0.584751,0.637468,0.571586,0.059239,0.053972,0.152898,0.202858,0.07869,0.610244,0.067496,0.097553
minus_benign_change_calibration,stacked_container_staging,force_damage,7,96,0.5625,0.587488,0.592038,0.571612,0.067993,0.062092,0.147235,0.202858,0.081974,0.608372,0.064057,0.088717
minus_benign_change_calibration,stacked_container_staging,force_damage,8,96,0.65625,0.587769,0.667668,0.560675,0.065447,0.055723,0.142416,0.202858,0.079994,0.604977,0.060839,0.093645
minus_benign_change_calibration,stacked_container_staging,force_damage,9,96,0.53125,0.599232,0.568406,0.562982,0.063064,0.060929,0.149121,0.202858,0.071066,0.605788,0.067337,0.084892
minus_benign_change_calibration,stacked_container_staging,object_displacement,0,96,0.572917,0.591726,0.609168,0.560516,0.059068,0.033002,0.154109,0.202331,0.073203,0.606471,0.062361,0.089919
minus_benign_change_calibration,stacked_container_staging,object_displacement,1,96,0.520833,0.579016,0.561471,0.550942,0.069885,0.042246,0.149223,0.202331,0.078773,0.612755,0.055741,0.085201
minus_benign_change_calibration,stacked_container_staging,object_displacement,2,96,0.59375,0.594724,0.624339,0.550418,0.052157,0.0403,0.147066,0.202331,0.073514,0.60447,0.064406,0.090986
minus_benign_change_calibration,stacked_container_staging,object_displacement,3,96,0.666667,0.586627,0.685233,0.562903,0.064235,0.039273,0.142623,0.202331,0.072346,0.624327,0.062292,0.085812
minus_benign_change_calibration,stacked_container_staging,object_displacement,4,96,0.59375,0.596842,0.624348,0.568138,0.069287,0.038182,0.144038,0.202331,0.077222,0.610602,0.064532,0.081347
minus_benign_change_calibration,stacked_container_staging,object_displacement,5,96,0.666667,0.596642,0.68957,0.586093,0.058842,0.036688,0.147757,0.202331,0.071495,0.616362,0.064568,0.093123
minus_benign_change_calibration,stacked_container_staging,object_displacement,6,96,0.614583,0.601754,0.645473,0.554581,0.053154,0.03647,0.147609,0.202331,0.073272,0.623358,0.062335,0.085374
minus_benign_change_calibration,stacked_container_staging,object_displacement,7,96,0.604167,0.603088,0.630582,0.549774,0.062001,0.042935,0.139628,0.202331,0.074339,0.60962,0.055979,0.093604
minus_benign_change_calibration,stacked_container_staging,object_displacement,8,96,0.6875,0.59448,0.696252,0.561624,0.069498,0.041852,0.147065,0.202331,0.073597,0.607098,0.061206,0.090629
minus_benign_change_calibration,stacked_container_staging,object_displacement,9,96,0.604167,0.596901,0.63682,0.579817,0.060121,0.042313,0.142333,0.202331,0.077695,0.611072,0.052313,0.09171
minus_benign_change_calibration,stacked_container_staging,clutter_accumulation,0,96,0.65625,0.593824,0.677659,0.566386,0.063031,0.036049,0.144014,0.203121,0.074891,0.624913,0.061492,0.092605
minus_benign_change_calibration,stacked_container_staging,clutter_accumulation,1,96,0.625,0.592719,0.648191,0.555033,0.060818,0.038411,0.153861,0.203121,0.076784,0.61508,0.062976,0.090727
minus_benign_change_calibration,stacked_container_staging,clutter_accumulation,2,96,0.489583,0.580874,0.542311,0.568065,0.059199,0.03385,0.156132,0.203121,0.074099,0.60702,0.066708,0.0958
minus_benign_change_calibration,stacked_container_staging,clutter_accumulation,3,96,0.65625,0.597562,0.670841,0.557517,0.061667,0.044839,0.155502,0.203121,0.081774,0.620748,0.070243,0.090607
minus_benign_change_calibration,stacked_container_staging,clutter_accumulation,4,96,0.645833,0.591646,0.667624,0.560644,0.058487,0.038356,0.144194,0.203121,0.079708,0.616157,0.065237,0.086065
