method,task,regime,split,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss
physical_affordance_penalty,cable_routing,nominal,human_preference_shift,10,0.629167,0.019056,0.605944,0.62681,0.015044,0.419206,0.006561,0.034107,0.002789,0.027585,0.002242,0.118071,0.228422,0.070314,0.53375,0.060719,0.127522
physical_affordance_penalty,cable_routing,nominal,delayed_effects,10,0.610417,0.027426,0.59897,0.61424,0.021682,0.420879,0.006516,0.037821,0.003316,0.026965,0.001694,0.107322,0.228707,0.067129,0.536993,0.089035,0.090422
physical_affordance_penalty,cable_routing,nominal,latent_damage_shift,10,0.596875,0.029673,0.595577,0.599968,0.02438,0.416478,0.005168,0.038721,0.003782,0.029084,0.002397,0.113363,0.230548,0.066477,0.528501,0.080945,0.098346
physical_affordance_penalty,cable_routing,nominal,combined_stress,10,0.584375,0.037082,0.581702,0.583218,0.030013,0.400807,0.006956,0.037002,0.003323,0.028445,0.00156,0.120492,0.234154,0.070083,0.527174,0.087478,0.120695
physical_affordance_penalty,cable_routing,force_damage,nominal,10,0.620833,0.050764,0.630324,0.630218,0.039209,0.461158,0.007708,0.047475,0.001731,0.046327,0.002661,0.086479,0.215842,0.065712,0.527021,0.056247,0.059754
physical_affordance_penalty,cable_routing,force_damage,seen_shift,10,0.611458,0.03236,0.605186,0.612449,0.026639,0.44723,0.006797,0.051244,0.002855,0.054477,0.002769,0.095082,0.223762,0.070916,0.526131,0.06733,0.069118
physical_affordance_penalty,cable_routing,force_damage,unseen_object,10,0.596875,0.029041,0.587278,0.596189,0.023339,0.4484,0.005615,0.056724,0.002614,0.057857,0.001685,0.099791,0.229062,0.071044,0.526961,0.071149,0.079145
physical_affordance_penalty,cable_routing,force_damage,unseen_side_effect,10,0.605208,0.034089,0.572774,0.590246,0.026581,0.417299,0.007025,0.062299,0.003124,0.066963,0.003073,0.100708,0.232935,0.076968,0.521773,0.076633,0.082421
physical_affordance_penalty,cable_routing,force_damage,human_preference_shift,10,0.579167,0.037794,0.568471,0.56397,0.030251,0.426633,0.004584,0.060961,0.003346,0.062847,0.002389,0.118234,0.235858,0.082547,0.519261,0.083481,0.13116
physical_affordance_penalty,cable_routing,force_damage,delayed_effects,10,0.573958,0.031402,0.561353,0.557933,0.025718,0.421811,0.006062,0.064705,0.00381,0.068205,0.002574,0.107549,0.236413,0.080788,0.51716,0.121482,0.091657
physical_affordance_penalty,cable_routing,force_damage,latent_damage_shift,10,0.530208,0.035159,0.553992,0.520061,0.028434,0.415568,0.005962,0.06565,0.002687,0.070786,0.002302,0.112392,0.238522,0.080767,0.51593,0.112985,0.098364
physical_affordance_penalty,cable_routing,force_damage,combined_stress,10,0.558333,0.021989,0.5452,0.53617,0.018017,0.414033,0.004457,0.069612,0.002982,0.070539,0.002242,0.120389,0.242576,0.08621,0.516635,0.117042,0.125388
physical_affordance_penalty,cable_routing,object_displacement,nominal,10,0.655208,0.034225,0.641644,0.661643,0.027639,0.463602,0.004534,0.050405,0.003254,0.036945,0.002471,0.085822,0.215534,0.063138,0.5301,0.046312,0.058045
physical_affordance_penalty,cable_routing,object_displacement,seen_shift,10,0.607292,0.043688,0.611832,0.610452,0.034456,0.44663,0.008469,0.063325,0.003176,0.039031,0.002362,0.094121,0.223387,0.070672,0.528714,0.056004,0.073105
physical_affordance_penalty,cable_routing,object_displacement,unseen_object,10,0.604167,0.016105,0.594693,0.600696,0.013329,0.446264,0.003456,0.076638,0.001976,0.041082,0.002228,0.098637,0.228642,0.07284,0.525735,0.060199,0.078583
physical_affordance_penalty,cable_routing,object_displacement,unseen_side_effect,10,0.602083,0.0245,0.580337,0.592242,0.019972,0.420448,0.007796,0.071217,0.003351,0.048118,0.002003,0.101978,0.232482,0.074009,0.524068,0.064634,0.082394
physical_affordance_penalty,cable_routing,object_displacement,human_preference_shift,10,0.601042,0.039101,0.577766,0.583605,0.030374,0.416954,0.004449,0.069808,0.003393,0.044381,0.001707,0.118456,0.235394,0.080582,0.521204,0.068481,0.132203
physical_affordance_penalty,cable_routing,object_displacement,delayed_effects,10,0.566667,0.029065,0.568938,0.557104,0.022939,0.420305,0.007061,0.072948,0.002606,0.047268,0.002801,0.10787,0.235931,0.079202,0.522839,0.102435,0.095048
physical_affordance_penalty,cable_routing,object_displacement,latent_damage_shift,10,0.577083,0.02381,0.562793,0.560826,0.020919,0.414697,0.008771,0.08005,0.002951,0.050701,0.003047,0.110128,0.238024,0.081258,0.521441,0.093266,0.09915
physical_affordance_penalty,cable_routing,object_displacement,combined_stress,10,0.539583,0.026845,0.552237,0.520388,0.021358,0.401977,0.007305,0.084534,0.002501,0.052516,0.001963,0.121552,0.24205,0.085388,0.514655,0.098792,0.126845
physical_affordance_penalty,cable_routing,clutter_accumulation,nominal,10,0.654167,0.037867,0.634533,0.654969,0.030411,0.455568,0.005277,0.058325,0.00245,0.039213,0.002243,0.088252,0.215996,0.06574,0.530048,0.049854,0.061134
physical_affordance_penalty,cable_routing,clutter_accumulation,seen_shift,10,0.628125,0.039805,0.610695,0.626119,0.032412,0.453136,0.005755,0.065356,0.00268,0.042938,0.00192,0.094852,0.22395,0.074089,0.529163,0.057652,0.07143
physical_affordance_penalty,cable_routing,clutter_accumulation,unseen_object,10,0.572917,0.03278,0.589776,0.569191,0.025323,0.436238,0.006204,0.080633,0.003123,0.04671,0.00175,0.099271,0.229272,0.076161,0.520205,0.064518,0.081347
physical_affordance_penalty,cable_routing,clutter_accumulation,unseen_side_effect,10,0.583333,0.021086,0.577039,0.575543,0.016541,0.424395,0.005854,0.072729,0.003093,0.048809,0.00267,0.103926,0.233162,0.078078,0.520461,0.071819,0.080965
physical_affordance_penalty,cable_routing,clutter_accumulation,human_preference_shift,10,0.56875,0.04274,0.568851,0.553295,0.033427,0.417942,0.007708,0.076485,0.002965,0.04851,0.00167,0.117664,0.236091,0.084506,0.520039,0.074844,0.13469
physical_affordance_penalty,cable_routing,clutter_accumulation,delayed_effects,10,0.564583,0.029633,0.563369,0.55043,0.023719,0.416701,0.007239,0.076678,0.00233,0.051301,0.002038,0.110043,0.236654,0.083239,0.517704,0.108444,0.095988
physical_affordance_penalty,cable_routing,clutter_accumulation,latent_damage_shift,10,0.571875,0.023858,0.565629,0.556757,0.019651,0.42104,0.007128,0.081761,0.003211,0.049907,0.002026,0.109343,0.238772,0.080065,0.520988,0.099866,0.102099
physical_affordance_penalty,cable_routing,clutter_accumulation,combined_stress,10,0.540625,0.036198,0.547912,0.520193,0.028927,0.412934,0.003926,0.092085,0.003716,0.05362,0.001869,0.120611,0.242839,0.0883,0.51759,0.103348,0.12667
physical_affordance_penalty,cable_routing,unstable_placement,nominal,10,0.630208,0.027265,0.630487,0.635928,0.022189,0.463439,0.004815,0.056037,0.002992,0.044124,0.002602,0.085663,0.21615,0.0701,0.528501,0.052144,0.061001
physical_affordance_penalty,cable_routing,unstable_placement,seen_shift,10,0.607292,0.030896,0.601135,0.606981,0.025326,0.455952,0.004556,0.066508,0.003871,0.049532,0.003173,0.093003,0.224138,0.074352,0.52667,0.063304,0.073636
physical_affordance_penalty,cable_routing,unstable_placement,unseen_object,10,0.59375,0.039449,0.585871,0.587148,0.030732,0.436275,0.004327,0.073926,0.003367,0.050089,0.003365,0.100209,0.229482,0.074972,0.523786,0.069275,0.080882
physical_affordance_penalty,cable_routing,unstable_placement,unseen_side_effect,10,0.577083,0.037051,0.574585,0.569586,0.030462,0.425067,0.007657,0.069587,0.002324,0.05785,0.001865,0.101163,0.233389,0.075947,0.522042,0.072315,0.08475
physical_affordance_penalty,cable_routing,unstable_placement,human_preference_shift,10,0.576042,0.026888,0.565728,0.557528,0.021221,0.422049,0.004337,0.075823,0.002835,0.056155,0.002401,0.117755,0.236323,0.084131,0.516769,0.077355,0.134143
physical_affordance_penalty,cable_routing,unstable_placement,delayed_effects,10,0.569792,0.03236,0.563827,0.55308,0.025957,0.422929,0.00502,0.075168,0.003071,0.060847,0.002789,0.110153,0.236894,0.084312,0.517583,0.113604,0.095434
physical_affordance_penalty,cable_routing,unstable_placement,latent_damage_shift,10,0.575,0.037126,0.555945,0.553433,0.030561,0.412773,0.006278,0.08029,0.003013,0.060716,0.003019,0.110468,0.239021,0.085607,0.518178,0.104534,0.104127
physical_affordance_penalty,cable_routing,unstable_placement,combined_stress,10,0.544792,0.0202,0.544991,0.521527,0.01616,0.410663,0.005194,0.086132,0.004279,0.061124,0.002663,0.120899,0.243102,0.090106,0.514147,0.111327,0.12662
physical_affordance_penalty,cable_routing,irreversible_change,nominal,10,0.608333,0.026568,0.623788,0.614917,0.021493,0.461776,0.005639,0.058214,0.003402,0.050069,0.002586,0.086271,0.216304,0.068396,0.527317,0.05974,0.06392
physical_affordance_penalty,cable_routing,irreversible_change,seen_shift,10,0.604167,0.013947,0.604138,0.597354,0.011422,0.441071,0.005,0.067426,0.00234,0.057746,0.001838,0.096565,0.224325,0.076609,0.520632,0.068051,0.074138
physical_affordance_penalty,cable_routing,irreversible_change,unseen_object,10,0.591667,0.035336,0.582392,0.578002,0.027416,0.441529,0.007228,0.083456,0.00317,0.059655,0.002089,0.097833,0.229692,0.083512,0.515076,0.076215,0.083994
physical_affordance_penalty,cable_routing,irreversible_change,unseen_side_effect,10,0.583333,0.02756,0.570991,0.56453,0.020789,0.41636,0.007024,0.079637,0.001968,0.070459,0.00312,0.102836,0.233616,0.080084,0.519462,0.080354,0.08647
physical_affordance_penalty,cable_routing,irreversible_change,human_preference_shift,10,0.571875,0.028946,0.564152,0.547695,0.022768,0.422487,0.005956,0.08134,0.00251,0.067251,0.002307,0.118537,0.236556,0.09155,0.518281,0.087868,0.134234
physical_affordance_penalty,cable_routing,irreversible_change,delayed_effects,10,0.563542,0.029735,0.558032,0.540578,0.024781,0.42939,0.006361,0.084575,0.003189,0.074662,0.003012,0.107898,0.237135,0.087987,0.512246,0.125896,0.096101
physical_affordance_penalty,cable_routing,irreversible_change,latent_damage_shift,10,0.555208,0.046263,0.551445,0.531414,0.037395,0.417554,0.004826,0.083521,0.004566,0.077017,0.002962,0.110496,0.23927,0.088288,0.514546,0.115286,0.10353
physical_affordance_penalty,cable_routing,irreversible_change,combined_stress,10,0.5625,0.026181,0.541701,0.523907,0.02098,0.407723,0.006079,0.097067,0.003341,0.079261,0.00217,0.120696,0.243366,0.094119,0.506371,0.122749,0.131764
physical_affordance_penalty,cable_routing,human_workspace_disruption,nominal,10,0.652083,0.026742,0.627868,0.651551,0.021733,0.466779,0.005764,0.062095,0.00244,0.041691,0.002556,0.089332,0.216458,0.072431,0.528782,0.054473,0.064431
physical_affordance_penalty,cable_routing,human_workspace_disruption,seen_shift,10,0.628125,0.040497,0.603469,0.617996,0.032108,0.447444,0.007071,0.077539,0.003286,0.047612,0.002257,0.094021,0.224513,0.077109,0.522458,0.061205,0.076838
physical_affordance_penalty,cable_routing,human_workspace_disruption,unseen_object,10,0.5875,0.02113,0.581264,0.5765,0.018281,0.445769,0.007524,0.093447,0.001902,0.04747,0.00213,0.100349,0.229902,0.084137,0.521695,0.066915,0.087444
physical_affordance_penalty,cable_routing,human_workspace_disruption,unseen_side_effect,10,0.552083,0.02806,0.563199,0.541123,0.02261,0.423575,0.006558,0.086667,0.003129,0.058117,0.002569,0.101928,0.233842,0.084422,0.518069,0.074853,0.092682
physical_affordance_penalty,cable_routing,human_workspace_disruption,human_preference_shift,10,0.544792,0.021097,0.5607,0.5269,0.018433,0.420535,0.007251,0.088524,0.002351,0.050848,0.002568,0.118114,0.236788,0.094275,0.512657,0.076453,0.143006
physical_affordance_penalty,cable_routing,human_workspace_disruption,delayed_effects,10,0.559375,0.039101,0.557273,0.539272,0.03119,0.426333,0.005505,0.090033,0.002763,0.057623,0.003606,0.107808,0.237376,0.091824,0.512508,0.116646,0.10149
physical_affordance_penalty,cable_routing,human_workspace_disruption,latent_damage_shift,10,0.535417,0.025135,0.548412,0.516494,0.020989,0.4135,0.006776,0.093054,0.002978,0.0575,0.00154,0.110897,0.239519,0.091054,0.511731,0.105883,0.109584
physical_affordance_penalty,cable_routing,human_workspace_disruption,combined_stress,10,0.536458,0.031957,0.533585,0.504703,0.026281,0.405018,0.004565,0.106967,0.002952,0.059058,0.001961,0.121344,0.243629,0.098812,0.506611,0.110734,0.136842
physical_affordance_penalty,cable_routing,latent_material_damage,nominal,10,0.653125,0.046562,0.625483,0.647842,0.03704,0.465777,0.005897,0.059361,0.00203,0.05649,0.002207,0.088444,0.216766,0.072439,0.526221,0.069892,0.060963
physical_affordance_penalty,cable_routing,latent_material_damage,seen_shift,10,0.617708,0.02706,0.599858,0.607685,0.020435,0.449791,0.006974,0.067097,0.00431,0.063009,0.003568,0.094851,0.224888,0.077352,0.522877,0.081917,0.072843
physical_affordance_penalty,cable_routing,latent_material_damage,unseen_object,10,0.590625,0.048223,0.580298,0.576063,0.038185,0.441731,0.006111,0.081227,0.002933,0.06672,0.002313,0.099923,0.230322,0.079899,0.518827,0.086203,0.081521
physical_affordance_penalty,cable_routing,latent_material_damage,unseen_side_effect,10,0.585417,0.039892,0.565227,0.561315,0.031648,0.419241,0.005335,0.079456,0.002265,0.081606,0.001525,0.099594,0.234296,0.084779,0.513024,0.095028,0.086855
physical_affordance_penalty,cable_routing,latent_material_damage,human_preference_shift,10,0.547917,0.029382,0.558667,0.524175,0.024594,0.425106,0.0061,0.080359,0.003015,0.076596,0.002079,0.117215,0.237253,0.092333,0.511232,0.103193,0.138317
physical_affordance_penalty,cable_routing,latent_material_damage,delayed_effects,10,0.564583,0.030405,0.550798,0.535045,0.025136,0.425333,0.006346,0.083912,0.002031,0.085121,0.001981,0.106135,0.237858,0.089832,0.509391,0.152203,0.098106
physical_affordance_penalty,cable_routing,latent_material_damage,latent_damage_shift,10,0.54375,0.040008,0.546746,0.515256,0.031731,0.413339,0.007633,0.087546,0.003376,0.084326,0.002391,0.111137,0.240018,0.091177,0.510455,0.137003,0.103928
physical_affordance_penalty,cable_routing,latent_material_damage,combined_stress,10,0.527083,0.039119,0.534446,0.491222,0.031287,0.40752,0.008559,0.093224,0.003403,0.091004,0.002128,0.121997,0.244155,0.097829,0.509972,0.145387,0.132334
physical_affordance_penalty,tool_handoff,nominal,nominal,10,0.636458,0.027969,0.650051,0.658989,0.021792,0.463945,0.004879,0.028347,0.002452,0.026502,0.001584,0.085349,0.210914,0.05991,0.540556,0.040151,0.058427
physical_affordance_penalty,tool_handoff,nominal,seen_shift,10,0.616667,0.059001,0.621726,0.634539,0.048478,0.444332,0.011877,0.030953,0.003292,0.027401,0.002629,0.094217,0.217759,0.061141,0.538365,0.047921,0.071282
physical_affordance_penalty,tool_handoff,nominal,unseen_object,10,0.608333,0.029851,0.615815,0.624423,0.024331,0.442877,0.00738,0.032644,0.003032,0.025671,0.001586,0.100836,0.222342,0.063143,0.534663,0.053785,0.078965
physical_affordance_penalty,tool_handoff,nominal,unseen_side_effect,10,0.60625,0.023732,0.599917,0.615704,0.019868,0.416194,0.007746,0.034361,0.003356,0.030386,0.002179,0.102809,0.225678,0.062631,0.539343,0.057431,0.08043
physical_affordance_penalty,tool_handoff,nominal,human_preference_shift,10,0.602083,0.023732,0.593993,0.60415,0.018938,0.423452,0.005038,0.035544,0.003092,0.029704,0.002162,0.118763,0.228422,0.070096,0.52967,0.060227,0.130374
physical_affordance_penalty,tool_handoff,nominal,delayed_effects,10,0.583333,0.024348,0.597175,0.593217,0.019908,0.425349,0.003132,0.036972,0.001948,0.028313,0.001689,0.105223,0.228707,0.067047,0.535571,0.088311,0.092573
physical_affordance_penalty,tool_handoff,nominal,latent_damage_shift,10,0.567708,0.028101,0.587607,0.576457,0.021001,0.418446,0.007436,0.040965,0.004008,0.029282,0.002455,0.110634,0.230548,0.071555,0.531487,0.0795,0.096819
physical_affordance_penalty,tool_handoff,nominal,combined_stress,10,0.588542,0.019309,0.579252,0.585422,0.015435,0.405291,0.006393,0.039746,0.004429,0.030874,0.002583,0.123366,0.234154,0.071682,0.528789,0.084819,0.124392
physical_affordance_penalty,tool_handoff,force_damage,nominal,10,0.64375,0.033864,0.619401,0.648861,0.028815,0.465558,0.00456,0.048457,0.003769,0.047588,0.001955,0.086554,0.215842,0.067707,0.530106,0.053063,0.062065
physical_affordance_penalty,tool_handoff,force_damage,seen_shift,10,0.573958,0.039968,0.591605,0.580645,0.032008,0.446798,0.004473,0.056047,0.003321,0.057857,0.002474,0.090805,0.223762,0.071763,0.52673,0.060151,0.072977
physical_affordance_penalty,tool_handoff,force_damage,unseen_object,10,0.61875,0.032667,0.579021,0.609708,0.026385,0.442037,0.005404,0.059009,0.002712,0.062967,0.002605,0.099802,0.229062,0.073306,0.521467,0.065496,0.081827
physical_affordance_penalty,tool_handoff,force_damage,unseen_side_effect,10,0.570833,0.031453,0.56164,0.558936,0.025583,0.419224,0.007245,0.066665,0.002158,0.073706,0.003267,0.104168,0.232935,0.079402,0.517778,0.071023,0.08585
physical_affordance_penalty,tool_handoff,force_damage,human_preference_shift,10,0.563542,0.013763,0.557259,0.548102,0.011086,0.420993,0.006607,0.066261,0.002048,0.065147,0.003263,0.117856,0.235858,0.082479,0.516423,0.07644,0.135302
physical_affordance_penalty,tool_handoff,force_damage,delayed_effects,10,0.527083,0.046973,0.550044,0.517715,0.038336,0.421216,0.004849,0.070856,0.002383,0.071731,0.002675,0.108269,0.236413,0.084383,0.521081,0.111107,0.097504
physical_affordance_penalty,tool_handoff,force_damage,latent_damage_shift,10,0.547917,0.033782,0.549823,0.531002,0.027084,0.417948,0.005851,0.072574,0.003269,0.075572,0.001608,0.110059,0.238522,0.085751,0.516385,0.10331,0.105496
physical_affordance_penalty,tool_handoff,force_damage,combined_stress,10,0.535417,0.027426,0.530946,0.510986,0.023438,0.406811,0.004921,0.078867,0.002889,0.080252,0.003011,0.120155,0.242576,0.08838,0.513994,0.107101,0.129043
physical_affordance_penalty,tool_handoff,object_displacement,nominal,10,0.605208,0.040314,0.632578,0.621786,0.032667,0.463787,0.005796,0.048397,0.002655,0.036693,0.002683,0.084377,0.215534,0.06604,0.531328,0.045868,0.063129
physical_affordance_penalty,tool_handoff,object_displacement,seen_shift,10,0.634375,0.041781,0.604418,0.634328,0.033161,0.450359,0.007288,0.0549,0.002594,0.041816,0.001692,0.094494,0.223387,0.071516,0.52777,0.054485,0.075283
physical_affordance_penalty,tool_handoff,object_displacement,unseen_object,10,0.559375,0.049736,0.585238,0.566072,0.040062,0.436406,0.00491,0.066171,0.003248,0.041021,0.002891,0.099429,0.228642,0.073023,0.52659,0.058784,0.082071
physical_affordance_penalty,tool_handoff,object_displacement,unseen_side_effect,10,0.567708,0.014988,0.572868,0.564926,0.012233,0.416279,0.00613,0.063304,0.003721,0.049386,0.00308,0.104315,0.232482,0.078442,0.523299,0.06033,0.088221
physical_affordance_penalty,tool_handoff,object_displacement,human_preference_shift,10,0.567708,0.035133,0.56421,0.557846,0.02798,0.416867,0.008602,0.06405,0.003797,0.047012,0.002377,0.117681,0.235394,0.083113,0.522251,0.064996,0.135457
physical_affordance_penalty,tool_handoff,object_displacement,delayed_effects,10,0.572917,0.022776,0.564223,0.565102,0.018294,0.427368,0.004907,0.070649,0.002101,0.047861,0.001794,0.106453,0.235931,0.079864,0.526491,0.095425,0.094925
physical_affordance_penalty,tool_handoff,object_displacement,latent_damage_shift,10,0.559375,0.041402,0.556455,0.548826,0.032777,0.41852,0.008141,0.071572,0.003826,0.050658,0.002921,0.11203,0.238024,0.083409,0.516738,0.089285,0.103843
physical_affordance_penalty,tool_handoff,object_displacement,combined_stress,10,0.5375,0.026217,0.542253,0.522352,0.020985,0.407778,0.002976,0.078439,0.00257,0.050578,0.001667,0.121171,0.24205,0.087334,0.517778,0.094405,0.130644
physical_affordance_penalty,tool_handoff,clutter_accumulation,nominal,10,0.619792,0.029704,0.624983,0.633042,0.023895,0.463243,0.006297,0.048285,0.004494,0.036414,0.002764,0.086366,0.215996,0.067563,0.532746,0.046925,0.063413
physical_affordance_penalty,tool_handoff,clutter_accumulation,seen_shift,10,0.596875,0.013964,0.60053,0.602791,0.011221,0.450553,0.004446,0.058364,0.002449,0.043293,0.001898,0.094506,0.22395,0.074561,0.529676,0.053453,0.074751
physical_affordance_penalty,tool_handoff,clutter_accumulation,unseen_object,10,0.604167,0.030587,0.584936,0.599594,0.02439,0.443276,0.006976,0.070041,0.003223,0.044306,0.001784,0.098779,0.229272,0.078705,0.524338,0.061448,0.084169
physical_affordance_penalty,tool_handoff,clutter_accumulation,unseen_side_effect,10,0.578125,0.037922,0.571326,0.56955,0.030712,0.410944,0.006361,0.069123,0.00257,0.050641,0.002022,0.10203,0.233162,0.078799,0.521618,0.066275,0.088017
physical_affordance_penalty,tool_handoff,clutter_accumulation,human_preference_shift,10,0.565625,0.04908,0.563198,0.552892,0.039678,0.419674,0.006253,0.070848,0.00307,0.048496,0.001942,0.118422,0.236091,0.088561,0.524239,0.068163,0.138933
physical_affordance_penalty,tool_handoff,clutter_accumulation,delayed_effects,10,0.553125,0.025364,0.555987,0.545431,0.020675,0.426672,0.005155,0.070184,0.002581,0.050653,0.002194,0.108705,0.236654,0.085225,0.518817,0.103632,0.098859
physical_affordance_penalty,tool_handoff,clutter_accumulation,latent_damage_shift,10,0.565625,0.022786,0.548418,0.554484,0.017609,0.419541,0.005437,0.071757,0.004499,0.050679,0.002048,0.110174,0.238772,0.083417,0.525374,0.091513,0.108175
physical_affordance_penalty,tool_handoff,clutter_accumulation,combined_stress,10,0.558333,0.045061,0.539949,0.535177,0.035973,0.407085,0.007335,0.081732,0.002487,0.054478,0.002826,0.11959,0.242839,0.091281,0.512848,0.097415,0.133981
physical_affordance_penalty,tool_handoff,unstable_placement,nominal,10,0.640625,0.030625,0.620421,0.6439,0.025274,0.465861,0.00603,0.057075,0.00314,0.044474,0.002542,0.087036,0.21615,0.070794,0.525962,0.048454,0.062794
physical_affordance_penalty,tool_handoff,unstable_placement,seen_shift,10,0.576042,0.036402,0.597739,0.58026,0.029637,0.450736,0.005638,0.06666,0.003478,0.048666,0.002418,0.094693,0.224138,0.07706,0.523619,0.05702,0.079397
physical_affordance_penalty,tool_handoff,unstable_placement,unseen_object,10,0.55625,0.03552,0.575252,0.557644,0.02933,0.441258,0.006288,0.072991,0.001756,0.049431,0.003507,0.098864,0.229482,0.081306,0.522621,0.064371,0.085219
physical_affordance_penalty,tool_handoff,unstable_placement,unseen_side_effect,10,0.572917,0.021305,0.556765,0.559104,0.018157,0.419396,0.007485,0.077562,0.004068,0.061645,0.002592,0.106003,0.233389,0.083058,0.514206,0.067005,0.091163
physical_affordance_penalty,tool_handoff,unstable_placement,human_preference_shift,10,0.601042,0.030896,0.557221,0.573688,0.025337,0.42015,0.00538,0.083729,0.002862,0.054663,0.002031,0.11858,0.236323,0.093233,0.517322,0.071071,0.141001
physical_affordance_penalty,tool_handoff,unstable_placement,delayed_effects,10,0.53125,0.029508,0.554817,0.521167,0.024185,0.425745,0.004789,0.081284,0.003018,0.058445,0.002604,0.108298,0.236894,0.08916,0.517387,0.10471,0.101671
physical_affordance_penalty,tool_handoff,unstable_placement,latent_damage_shift,10,0.544792,0.048319,0.544894,0.527941,0.038691,0.42005,0.006121,0.083183,0.0023,0.063541,0.002565,0.108784,0.239021,0.092304,0.5184,0.099007,0.111891
physical_affordance_penalty,tool_handoff,unstable_placement,combined_stress,10,0.538542,0.020428,0.532411,0.511376,0.016596,0.408258,0.00683,0.093127,0.003317,0.065779,0.003562,0.120298,0.243102,0.096761,0.51289,0.102278,0.137477
physical_affordance_penalty,tool_handoff,irreversible_change,nominal,10,0.602083,0.019677,0.618533,0.609981,0.017083,0.463042,0.006375,0.056022,0.003231,0.050485,0.003146,0.085498,0.216304,0.07458,0.526308,0.054599,0.066762
physical_affordance_penalty,tool_handoff,irreversible_change,seen_shift,10,0.594792,0.038672,0.593378,0.590361,0.030838,0.445607,0.005307,0.067897,0.002851,0.060323,0.002179,0.094605,0.224325,0.078862,0.523661,0.06283,0.076363
physical_affordance_penalty,tool_handoff,irreversible_change,unseen_object,10,0.575,0.031157,0.574903,0.565904,0.025785,0.442286,0.007744,0.079035,0.003602,0.062541,0.002951,0.101108,0.229692,0.084526,0.518869,0.06814,0.08604
physical_affordance_penalty,tool_handoff,irreversible_change,unseen_side_effect,10,0.538542,0.047351,0.554216,0.5269,0.03917,0.4159,0.005403,0.07918,0.003868,0.074317,0.002041,0.101637,0.233616,0.084891,0.514982,0.072633,0.090792
physical_affordance_penalty,tool_handoff,irreversible_change,human_preference_shift,10,0.515625,0.04052,0.553918,0.50085,0.032381,0.430241,0.00595,0.084378,0.004272,0.070512,0.00258,0.118991,0.236556,0.098169,0.515185,0.078386,0.143917
physical_affordance_penalty,tool_handoff,irreversible_change,delayed_effects,10,0.519792,0.027128,0.550463,0.505114,0.021786,0.429182,0.007309,0.084303,0.002321,0.075676,0.00164,0.108442,0.237135,0.093763,0.513732,0.115286,0.101079
physical_affordance_penalty,tool_handoff,irreversible_change,latent_damage_shift,10,0.538542,0.041514,0.538988,0.514471,0.033301,0.419507,0.004923,0.089852,0.002825,0.079408,0.002332,0.110317,0.23927,0.094581,0.511011,0.108727,0.110185
physical_affordance_penalty,tool_handoff,irreversible_change,combined_stress,10,0.511458,0.030199,0.523127,0.483377,0.025424,0.410043,0.005434,0.092146,0.00339,0.08342,0.001821,0.122222,0.243366,0.101153,0.506737,0.110897,0.136777
physical_affordance_penalty,tool_handoff,human_workspace_disruption,nominal,10,0.594792,0.024243,0.61638,0.605084,0.018635,0.464719,0.006237,0.060996,0.002704,0.041083,0.00223,0.086571,0.216458,0.076515,0.525649,0.048753,0.07046
physical_affordance_penalty,tool_handoff,human_workspace_disruption,seen_shift,10,0.576042,0.032928,0.589731,0.576693,0.026268,0.448278,0.004829,0.071388,0.002875,0.047642,0.002428,0.092149,0.224513,0.087885,0.523046,0.056131,0.085667
physical_affordance_penalty,tool_handoff,human_workspace_disruption,unseen_object,10,0.579167,0.022816,0.570376,0.569523,0.017642,0.444935,0.008434,0.085434,0.002491,0.05102,0.003939,0.09725,0.229902,0.090056,0.515335,0.063947,0.094322
physical_affordance_penalty,tool_handoff,human_workspace_disruption,unseen_side_effect,10,0.555208,0.034575,0.55201,0.540019,0.027566,0.417051,0.005398,0.087646,0.001978,0.059346,0.001517,0.102799,0.233842,0.094325,0.515779,0.069005,0.097897
physical_affordance_penalty,tool_handoff,human_workspace_disruption,human_preference_shift,10,0.565625,0.033347,0.542243,0.53934,0.027068,0.417941,0.006687,0.089486,0.001901,0.053966,0.0029,0.118879,0.236788,0.104881,0.510895,0.07308,0.15428
physical_affordance_penalty,tool_handoff,human_workspace_disruption,delayed_effects,10,0.553125,0.060524,0.544234,0.532099,0.04952,0.419944,0.005802,0.090796,0.002825,0.05762,0.001597,0.10833,0.237376,0.098925,0.51664,0.105988,0.112961
physical_affordance_penalty,tool_handoff,human_workspace_disruption,latent_damage_shift,10,0.533333,0.037499,0.535676,0.51339,0.028884,0.419256,0.007007,0.095324,0.002366,0.058035,0.003117,0.110977,0.239519,0.101752,0.513314,0.098798,0.119157
physical_affordance_penalty,tool_handoff,human_workspace_disruption,combined_stress,10,0.509375,0.037702,0.523736,0.483839,0.029475,0.409706,0.005099,0.102102,0.003524,0.060657,0.002663,0.120742,0.243629,0.108111,0.508633,0.100994,0.146954
physical_affordance_penalty,tool_handoff,latent_material_damage,nominal,10,0.608333,0.023417,0.617424,0.610539,0.018254,0.464585,0.005045,0.061779,0.002456,0.056503,0.00338,0.088492,0.216766,0.076903,0.524557,0.061541,0.065056
